,genes,Tech,organ,cell_type,regulate,logFC,FDR
0,Lgals3bp,ST,Brain,Ependymal,Up,1.50222508437559,9.808836697107102e-10
1,AC149090.1,ST,Brain,Ependymal,Up,1.07234551946928,0.0001078409233196
2,Cox8b,ST,Brain,Ependymal,Up,1.13378544779654,0.0064541023594273
3,Trf,ST,Brain,Ependymal,Up,0.630324657087939,0.0247039914694188
4,C1qa,ST,Brain,Ependymal,Up,0.827655529885029,0.0257676593583806
5,Lyz2,ST,Brain,Neuron,Up,1.68337970649766,3.0110930051345503e-09
6,C4b,ST,Brain,Neuron,Up,2.30500224062233,1.85226652611728e-06
7,Gm21887,ST,Brain,Neuron,Down,-3.63797445631487,3.56290946572041e-06
8,Gpr17,ST,Brain,Neuron,Down,-1.33535189163457,3.56290946572041e-06
9,C1qa,ST,Brain,Neuron,Up,0.634451089082368,6.68927799126722e-06
10,Cd52,ST,Brain,Neuron,Up,1.06896063396166,1.52953366604008e-05
11,Mpeg1,ST,Brain,Neuron,Up,0.793081599483018,5.64278885062308e-05
12,Gm47283,ST,Brain,Neuron,Down,-2.68201715041033,7.60033300015676e-05
13,Abca8a,ST,Brain,Neuron,Up,0.963207954242867,7.79882065217436e-05
14,Opalin,ST,Brain,Neuron,Down,-0.81425733303919,8.88592717440548e-05
15,9630013A20Rik,ST,Brain,Neuron,Down,-2.7694314352234,0.0001305671674885
16,H2-K1,ST,Brain,Neuron,Up,0.55075402086559,0.0003373236830023
17,Tmem267,ST,Brain,Neuron,Down,-1.13426265401461,0.0003373236830023
18,Pcdhb8,ST,Brain,Neuron,Up,1.07467481286828,0.0004306236902431
19,Pcdhb9,ST,Brain,Neuron,Up,0.76832853884753,0.0004785542131348
20,Gpnmb,ST,Brain,Neuron,Up,1.32543982761008,0.0005585005133132
21,Sgk1,ST,Brain,Neuron,Up,0.782437643117167,0.0006988950161985
22,Cxcl16,ST,Brain,Neuron,Up,1.20610374741348,0.0007242980097087
23,AC149090.1,ST,Brain,Neuron,Up,1.05667122220254,0.0007242980097087
24,Fcgr2b,ST,Brain,Neuron,Up,0.890325775373744,0.0007602880830496
25,Serpina3n,ST,Brain,Neuron,Up,1.07615063762616,0.0021123965363735
26,Zc3hav1,ST,Brain,Neuron,Up,0.829463403412683,0.0021915190891091
27,Pcdhb6,ST,Brain,Neuron,Up,1.35717288958478,0.0032288449590889
28,Cd68,ST,Brain,Neuron,Up,0.6000062560229,0.004186193999989
29,H2-Q7,ST,Brain,Neuron,Up,1.55893381115431,0.0046112516828592
30,Spag6,ST,Brain,Neuron,Up,1.05779506891249,0.0046112516828592
31,Pcdhb14,ST,Brain,Neuron,Up,0.908198005930088,0.0053153257307884
32,Capg,ST,Brain,Neuron,Up,0.799822776118462,0.0081233424356569
33,Pcdhb3,ST,Brain,Neuron,Up,0.713157183338825,0.0093089138620068
34,Lgals3bp,ST,Brain,Neuron,Up,0.592432106286599,0.0122080174162984
35,Ccl6,ST,Brain,Neuron,Up,0.796115143505069,0.0122080174162984
36,Ctss,ST,Brain,Neuron,Up,0.428568268528933,0.0171960737002206
37,AU020206,ST,Brain,Neuron,Up,0.969646329306565,0.0196116857299674
38,Nrep,ST,Brain,Neuron,Down,-0.557566218834177,0.0196116857299674
39,Enpp6,ST,Brain,Neuron,Down,-0.769008297417217,0.0261095373418749
40,Slc11a1,ST,Brain,Neuron,Up,0.969471583167223,0.0305501792315184
41,Mia,ST,Brain,Neuron,Down,-0.881716012134489,0.0344787972923915
42,1700047M11Rik,ST,Brain,Neuron,Down,-0.616543761874662,0.0392327169277856
43,Smyd1,ST,Brain,Neuron,Down,-0.807036480092062,0.0392327169277856
44,H2-D1,ST,Brain,Neuron,Up,0.417478634638709,0.0393160730289795
45,Pcdhb13,ST,Brain,Neuron,Up,0.580405835259526,0.0429187015732147
46,C4b,ST,Brain,Oligodendrocytes,Up,3.66837819701669,2.96767726237049e-28
47,Lyz2,ST,Brain,Oligodendrocytes,Up,3.40727424441006,3.53341851656121e-22
48,Ctsd,ST,Brain,Oligodendrocytes,Up,1.65555417632757,1.67755862848294e-16
49,C1qa,ST,Brain,Oligodendrocytes,Up,1.86297998690162,1.5796971530138302e-15
50,Serpina3n,ST,Brain,Oligodendrocytes,Up,3.56542858004683,2.0348895006526703e-15
51,Vim,ST,Brain,Oligodendrocytes,Up,1.81232943785229,3.4540317571381404e-14
52,Cd52,ST,Brain,Oligodendrocytes,Up,1.91591852441666,4.28107507422016e-13
53,Itgb5,ST,Brain,Oligodendrocytes,Up,1.53561243203731,5.82684867314249e-13
54,Gpnmb,ST,Brain,Oligodendrocytes,Up,2.94512617233312,2.54270699653982e-12
55,S100a6,ST,Brain,Oligodendrocytes,Up,1.48906232458918,2.54270699653982e-12
56,Lgals3,ST,Brain,Oligodendrocytes,Up,3.12283007868243,2.54270699653982e-12
57,C1qb,ST,Brain,Oligodendrocytes,Up,1.56037513829392,2.54270699653982e-12
58,Ctsz,ST,Brain,Oligodendrocytes,Up,1.40401581683938,4.5287768614990895e-12
59,Ctss,ST,Brain,Oligodendrocytes,Up,1.17549992537756,6.08222724086793e-12
60,Spp1,ST,Brain,Oligodendrocytes,Up,2.33117389180495,1.6523253356848898e-11
61,Mpeg1,ST,Brain,Oligodendrocytes,Up,1.85150457233651,2.6078215578617597e-11
62,Nupr1,ST,Brain,Oligodendrocytes,Up,2.12355715640407,3.33768971242619e-11
63,Laptm5,ST,Brain,Oligodendrocytes,Up,1.34905861186865,8.00485033237646e-11
64,Abca8a,ST,Brain,Oligodendrocytes,Up,1.5704787233665,8.00485033237646e-11
65,Lpl,ST,Brain,Oligodendrocytes,Up,2.57278663698953,1.1746608443079501e-10
66,Capg,ST,Brain,Oligodendrocytes,Up,2.3220859840757,2.71033253357654e-10
67,Trem2,ST,Brain,Oligodendrocytes,Up,1.8780482711075,8.05574077038175e-10
68,Flnc,ST,Brain,Oligodendrocytes,Up,2.68717938427265,3.07180685897062e-09
69,Fcer1g,ST,Brain,Oligodendrocytes,Up,1.3935457782272,3.4841120897090805e-09
70,Cyba,ST,Brain,Oligodendrocytes,Up,1.62457432277252,1.10795133175103e-08
71,Cd68,ST,Brain,Oligodendrocytes,Up,1.81574924722543,1.13960930915662e-08
72,Gngt2,ST,Brain,Oligodendrocytes,Up,1.69471942119718,1.13960930915662e-08
73,C1qc,ST,Brain,Oligodendrocytes,Up,1.47632946823129,1.29174290427226e-08
74,Mafb,ST,Brain,Oligodendrocytes,Up,1.67067045586709,2.40220106029972e-08
75,A2m,ST,Brain,Oligodendrocytes,Up,1.54650735235866,2.69388133518972e-08
76,Ogdhl,ST,Brain,Oligodendrocytes,Up,1.68144604117483,1.18283868876201e-07
77,Irf8,ST,Brain,Oligodendrocytes,Up,1.750397962217,1.18283868876201e-07
78,Fcgr3,ST,Brain,Oligodendrocytes,Up,1.19522608449789,2.94320374060435e-07
79,Apoe,ST,Brain,Oligodendrocytes,Up,0.927880389067921,4.37676436399646e-07
80,Hexa,ST,Brain,Oligodendrocytes,Up,0.878416425470778,5.08467134925574e-07
81,Aif1,ST,Brain,Oligodendrocytes,Up,1.45272889276183,6.45050664475812e-07
82,Fam107a,ST,Brain,Oligodendrocytes,Up,0.828342755935121,9.44496021184392e-07
83,Cela1,ST,Brain,Oligodendrocytes,Up,1.46165026787318,1.25249934476827e-06
84,Fcrls,ST,Brain,Oligodendrocytes,Up,1.33645039986104,2.77153467391236e-06
85,Ctsh,ST,Brain,Oligodendrocytes,Up,1.29179394393631,3.11728232124655e-06
86,Ccl6,ST,Brain,Oligodendrocytes,Up,1.62997942660846,3.54434830978636e-06
87,Ctsb,ST,Brain,Oligodendrocytes,Up,0.763259219766941,3.54434830978636e-06
88,Tmem163,ST,Brain,Oligodendrocytes,Down,-1.26863826847832,4.97240132076844e-06
89,Sh3gl3,ST,Brain,Oligodendrocytes,Down,-0.830718762136501,5.60863684414285e-06
90,Grn,ST,Brain,Oligodendrocytes,Up,0.857713636698341,7.91758565831566e-06
91,Tmeff2,ST,Brain,Oligodendrocytes,Down,-0.772795014055962,8.50926081622469e-06
92,Anxa3,ST,Brain,Oligodendrocytes,Up,1.28220754890109,9.34439475136634e-06
93,Tyrobp,ST,Brain,Oligodendrocytes,Up,1.53295477785895,2.54925634648519e-05
94,Cebpd,ST,Brain,Oligodendrocytes,Up,1.41369443876726,5.86717508734596e-05
95,Gpr17,ST,Brain,Oligodendrocytes,Down,-1.41047359280436,7.62514348492036e-05
96,Grb14,ST,Brain,Oligodendrocytes,Down,-0.805943996313883,0.0002392447135312
97,Tmem176a,ST,Brain,Oligodendrocytes,Up,1.15297537087787,0.0003050808528664
98,Rab33a,ST,Brain,Oligodendrocytes,Down,-1.01933796102375,0.000306642775144
99,Cd300c2,ST,Brain,Oligodendrocytes,Up,1.40031927346072,0.0007421934208846
100,Pkp4,ST,Brain,Oligodendrocytes,Up,0.634605349571882,0.0010719148388536
101,Gpr34,ST,Brain,Oligodendrocytes,Up,1.08557333720876,0.0013563659110462
102,9630013A20Rik,ST,Brain,Oligodendrocytes,Down,-2.42212884658044,0.0033257899702768
103,Cd37,ST,Brain,Oligodendrocytes,Up,1.35997360961184,0.0041553288131665
104,Ftl1,ST,Brain,Oligodendrocytes,Up,0.630869838529567,0.0041553288131665
105,Itgb2,ST,Brain,Oligodendrocytes,Up,1.36633226020512,0.004284076716988
106,Sgk1,ST,Brain,Oligodendrocytes,Up,1.52500494777271,0.0054195220854275
107,Gfap,ST,Brain,Oligodendrocytes,Up,1.12930370619958,0.0054465062825429
108,Wfdc18,ST,Brain,Oligodendrocytes,Down,-1.0206914726151,0.0278576368225033
109,Cotl1,ST,Brain,Oligodendrocytes,Up,0.567817076668646,0.0330562613482531
110,Dhrs1,ST,Brain,Oligodendrocytes,Up,0.737674455337261,0.0383298809887576
111,Mt2,ST,Brain,Oligodendrocytes,Up,0.486378359202288,0.0409510005228577
112,C4b,Vis,Brain,Oligodendrocytes,Up,3.07189916468811,9.32225027293032e-10
113,Serpina3n,Vis,Brain,Oligodendrocytes,Up,4.56615292998363,1.97827370862409e-08
114,Lyz2,Vis,Brain,Oligodendrocytes,Up,3.60147466782827,7.42634532700004e-08
115,S100a6,Vis,Brain,Oligodendrocytes,Up,1.25575889643782,2.41143605586519e-07
116,Ctsz,Vis,Brain,Oligodendrocytes,Up,1.06919657157336,2.41143605586519e-07
117,Tyrobp,Vis,Brain,Oligodendrocytes,Up,1.31667992958247,2.41143605586519e-07
118,Gfap,Vis,Brain,Oligodendrocytes,Up,1.4844303470277,5.98223044199241e-07
119,Ctsd,Vis,Brain,Oligodendrocytes,Up,1.30397004864444,5.98223044199241e-07
120,Vim,Vis,Brain,Oligodendrocytes,Up,1.91449030237539,3.68546972657e-06
121,Cd52,Vis,Brain,Oligodendrocytes,Up,1.51489398715357,8.63954302215601e-06
122,C1qc,Vis,Brain,Oligodendrocytes,Up,1.29686189653055,1.17687411257309e-05
123,Lgals3,Vis,Brain,Oligodendrocytes,Up,2.65093414870727,1.82617273271981e-05
124,Itgb5,Vis,Brain,Oligodendrocytes,Up,1.0984533652981,1.94286116373436e-05
125,Cebpd,Vis,Brain,Oligodendrocytes,Up,2.0210552831857,1.94286116373436e-05
126,C1qa,Vis,Brain,Oligodendrocytes,Up,1.31665672124006,1.94286116373436e-05
127,Fcrls,Vis,Brain,Oligodendrocytes,Up,1.86174245247081,3.1779624014739e-05
128,Trem2,Vis,Brain,Oligodendrocytes,Up,1.82531258938427,3.1779624014739e-05
129,Nupr1,Vis,Brain,Oligodendrocytes,Up,1.74270267355727,3.26274621947501e-05
130,C1qb,Vis,Brain,Oligodendrocytes,Up,1.16372204462475,8.21017695331787e-05
131,Apoe,Vis,Brain,Oligodendrocytes,Up,0.929797987341289,9.52937232167619e-05
132,Fcer1g,Vis,Brain,Oligodendrocytes,Up,1.29820953759684,9.56971623581928e-05
133,Itgb2,Vis,Brain,Oligodendrocytes,Up,2.0066811855587,0.000113954781305
134,Grn,Vis,Brain,Oligodendrocytes,Up,0.730078730139094,0.0001264005401274
135,Sh3gl3,Vis,Brain,Oligodendrocytes,Down,-0.774609491636661,0.0001360092838457
136,Gpr34,Vis,Brain,Oligodendrocytes,Up,1.68253097227882,0.0002123007448448
137,Mpeg1,Vis,Brain,Oligodendrocytes,Up,1.81040823747291,0.0002154306380053
138,Hexa,Vis,Brain,Oligodendrocytes,Up,0.738863188224359,0.0002260661183442
139,Cd68,Vis,Brain,Oligodendrocytes,Up,2.0262229798904,0.0002260661183442
140,Gpnmb,Vis,Brain,Oligodendrocytes,Up,2.34339459794232,0.0002826346838477
141,Lpl,Vis,Brain,Oligodendrocytes,Up,2.04733307766134,0.000336808843004
142,Spp1,Vis,Brain,Oligodendrocytes,Up,2.57317795680184,0.0007381623037544
143,Tmem176a,Vis,Brain,Oligodendrocytes,Up,1.18804508056447,0.0007381623037544
144,Ctsb,Vis,Brain,Oligodendrocytes,Up,0.522502092591007,0.0007392669958049
145,Dhrs1,Vis,Brain,Oligodendrocytes,Up,0.662480501398288,0.0008261839090884
146,Mt2,Vis,Brain,Oligodendrocytes,Up,0.623766217168719,0.0008489266374595
147,Capg,Vis,Brain,Oligodendrocytes,Up,1.96066997666554,0.0009337841415389
148,Mafb,Vis,Brain,Oligodendrocytes,Up,1.67049465610723,0.001002980585825
149,Flnc,Vis,Brain,Oligodendrocytes,Up,1.9797781063501,0.0010541473283245
150,Grb14,Vis,Brain,Oligodendrocytes,Down,-0.596561458937623,0.001165581317743
151,Cd300c2,Vis,Brain,Oligodendrocytes,Up,1.62082817140104,0.0014090470070994
152,9630013A20Rik,Vis,Brain,Oligodendrocytes,Down,-1.99621647339818,0.001599476597406
153,Wfdc18,Vis,Brain,Oligodendrocytes,Down,-1.63998521609379,0.0018705274315256
154,Fam107a,Vis,Brain,Oligodendrocytes,Up,0.582284849153609,0.0022405046987336
155,Ctss,Vis,Brain,Oligodendrocytes,Up,0.994777547439259,0.004487559948827
156,Cotl1,Vis,Brain,Oligodendrocytes,Up,0.683108454182981,0.004685732122934
157,Gpr17,Vis,Brain,Oligodendrocytes,Down,-1.38177095291483,0.0049595426380106
158,Fcgr3,Vis,Brain,Oligodendrocytes,Up,1.08572086116843,0.0078025116369473
159,Aif1,Vis,Brain,Oligodendrocytes,Up,1.03863384695003,0.0079297565790588
160,Laptm5,Vis,Brain,Oligodendrocytes,Up,1.20070842851975,0.0099608103470252
161,Cela1,Vis,Brain,Oligodendrocytes,Up,1.43762588533832,0.0108163245014232
162,Cd37,Vis,Brain,Oligodendrocytes,Up,1.51659955320044,0.0109045381629995
163,Tmem163,Vis,Brain,Oligodendrocytes,Down,-1.33779436980252,0.0112096507328902
164,Gngt2,Vis,Brain,Oligodendrocytes,Up,1.15854985904887,0.0133108625443687
165,Pkp4,Vis,Brain,Oligodendrocytes,Up,0.496553419733672,0.0157355866038454
166,Sgk1,Vis,Brain,Oligodendrocytes,Up,1.16295355971661,0.0161662275792185
167,Ftl1,Vis,Brain,Oligodendrocytes,Up,0.472587594972537,0.0164299072154477
168,Ogdhl,Vis,Brain,Oligodendrocytes,Up,1.27360797350083,0.019869143891916
169,A2m,Vis,Brain,Oligodendrocytes,Up,1.64994250665372,0.0227513147230129
170,Rab33a,Vis,Brain,Oligodendrocytes,Down,-0.966373030238959,0.0255374298083203
171,Ccl6,Vis,Brain,Oligodendrocytes,Up,1.45760308929727,0.0261483385454351
172,Tmeff2,Vis,Brain,Oligodendrocytes,Down,-0.594543873352368,0.02816269748236
173,Cyba,Vis,Brain,Oligodendrocytes,Up,1.16917103753781,0.02816269748236
174,Ctsh,Vis,Brain,Oligodendrocytes,Up,1.15896402816512,0.0283515460901736
175,Irf8,Vis,Brain,Oligodendrocytes,Up,1.26641067733496,0.0363646759938961
176,Abca8a,Vis,Brain,Oligodendrocytes,Up,0.958919850445201,0.042594915829825
177,Anxa3,Vis,Brain,Oligodendrocytes,Up,1.18388799493661,0.0486517333456607
178,Lyz2,Vis,Brain,Neuron,Up,2.30393289530804,3.36318128181518e-13
179,C4b,Vis,Brain,Neuron,Up,2.6471309500367,3.36318128181518e-13
180,Pcdhb9,Vis,Brain,Neuron,Up,0.929650217774713,2.77234029911985e-12
181,Abca8a,Vis,Brain,Neuron,Up,0.989781624883522,8.199591744141709e-11
182,Mpeg1,Vis,Brain,Neuron,Up,1.03147816340372,6.59928534112433e-10
183,Cd52,Vis,Brain,Neuron,Up,1.24645516356242,1.7485102314874e-09
184,Serpina3n,Vis,Brain,Neuron,Up,1.55836160877,1.7485102314874e-09
185,H2-D1,Vis,Brain,Neuron,Up,0.729141195762486,1.786206742505e-09
186,Fcgr2b,Vis,Brain,Neuron,Up,1.32019929708715,1.786206742505e-09
187,AC149090.1,Vis,Brain,Neuron,Up,0.865891587127704,5.97966335483804e-09
188,Spag6,Vis,Brain,Neuron,Up,1.17509702357772,6.611408240410531e-09
189,Ctss,Vis,Brain,Neuron,Up,0.888457987456793,6.611408240410531e-09
190,9630013A20Rik,Vis,Brain,Neuron,Down,-2.63925174609995,7.13365515540267e-09
191,Nrep,Vis,Brain,Neuron,Down,-0.621615897874457,2.05248558990295e-08
192,H2-Q7,Vis,Brain,Neuron,Up,1.84568795878512,5.14987786372718e-08
193,Capg,Vis,Brain,Neuron,Up,1.22287866723089,7.01332250553878e-08
194,Cd68,Vis,Brain,Neuron,Up,0.833563030925595,7.01332250553878e-08
195,Gpr17,Vis,Brain,Neuron,Down,-0.832901858752758,1.46009655691875e-07
196,Gm21887,Vis,Brain,Neuron,Down,-2.16250637466372,1.81636926727466e-07
197,H2-K1,Vis,Brain,Neuron,Up,0.585484830590503,2.83562083992173e-07
198,Gpnmb,Vis,Brain,Neuron,Up,1.59108870851318,5.63491569610206e-07
199,C1qa,Vis,Brain,Neuron,Up,0.844891499854399,5.89909862373909e-07
200,Cxcl16,Vis,Brain,Neuron,Up,1.54686025751541,1.04664248551157e-06
201,Pcdhb14,Vis,Brain,Neuron,Up,0.709978991277529,1.27105725399654e-06
202,Pcdhb6,Vis,Brain,Neuron,Up,0.855512814331517,1.45741779511401e-06
203,Slc11a1,Vis,Brain,Neuron,Up,1.17216274277254,1.45741779511401e-06
204,Ccl6,Vis,Brain,Neuron,Up,1.02899867474561,1.57437557647539e-06
205,Mia,Vis,Brain,Neuron,Down,-1.51650416640771,1.12985761486976e-05
206,Pcdhb8,Vis,Brain,Neuron,Up,0.979846517971148,1.75195940811961e-05
207,AU020206,Vis,Brain,Neuron,Up,0.919473726912333,5.11909266428928e-05
208,Opalin,Vis,Brain,Neuron,Down,-0.66165648143068,6.09813735182312e-05
209,Pcdhb3,Vis,Brain,Neuron,Up,0.726768405580822,0.0001039449414343
210,Zc3hav1,Vis,Brain,Neuron,Up,0.663662538709482,0.0002019207613407
211,Gm47283,Vis,Brain,Neuron,Down,-1.67595899417146,0.0004562839207759
212,Tmem267,Vis,Brain,Neuron,Down,-0.58904209446543,0.0004619994548595
213,1700047M11Rik,Vis,Brain,Neuron,Down,-0.585149791117132,0.0013090551559382
214,Sgk1,Vis,Brain,Neuron,Up,0.988632266094879,0.0031239653009547
215,Enpp6,Vis,Brain,Neuron,Down,-0.586726230567069,0.0087406401856596
216,Lgals3bp,Vis,Brain,Neuron,Up,0.644327404526889,0.0204927913939276
217,Pcdhb13,Vis,Brain,Neuron,Up,0.645758616509528,0.0296550086585122
218,Smyd1,Vis,Brain,Neuron,Down,-0.902889917255175,0.0403316315969047
219,Trf,Vis,Brain,Ependymal,Up,1.50275694297174,9.25080261567738e-05
220,C1qa,Vis,Brain,Ependymal,Up,1.44380331397484,0.0001708264099586
221,Cox8b,Vis,Brain,Ependymal,Up,1.23878746641466,0.0040319950076507
222,AC149090.1,Vis,Brain,Ependymal,Up,0.852596174456432,0.024876254784639
223,Lgals3bp,Vis,Brain,Ependymal,Up,0.881642403397685,0.027273491295643
224,Myot,ST,Heart,Cardiomyocytes,Up,1.70943305062409,5.25662667513512e-10
225,Gm40457,ST,Heart,Cardiomyocytes,Up,2.02848389331248,8.289323574697421e-09
226,Serpina3n,ST,Heart,Cardiomyocytes,Up,1.59139137887224,8.289323574697421e-09
227,Gm47283,ST,Heart,Cardiomyocytes,Down,-1.71373835419561,8.289323574697421e-09
228,Mmp3,ST,Heart,Cardiomyocytes,Up,1.79258274541487,1.13623396344622e-08
229,Cdh4,ST,Heart,Cardiomyocytes,Up,1.73693295009901,2.98559129734802e-08
230,Col3a1,ST,Heart,Cardiomyocytes,Down,-0.908190454614987,7.58542201157952e-08
231,Kcnip2,ST,Heart,Cardiomyocytes,Down,-1.20772877250378,2.28546746856117e-07
232,C4b,ST,Heart,Cardiomyocytes,Up,1.92563395300266,3.57083977035883e-07
233,Ano10,ST,Heart,Cardiomyocytes,Down,-1.26896067402344,5.52428430910347e-07
234,Cdkn1a,ST,Heart,Cardiomyocytes,Up,1.0658229174043,8.17073183277628e-07
235,S100a8,ST,Heart,Cardiomyocytes,Up,2.16038040834949,1.26011487925076e-06
236,Scn4b,ST,Heart,Cardiomyocytes,Up,1.30168250300514,1.50053585404117e-06
237,Gck,ST,Heart,Cardiomyocytes,Up,1.21115298942565,2.69033068450693e-06
238,Fkbp5,ST,Heart,Cardiomyocytes,Up,1.57965463191019,3.77617781047225e-06
239,Oas2,ST,Heart,Cardiomyocytes,Up,0.886279138947908,7.98049650638891e-06
240,C3,ST,Heart,Cardiomyocytes,Up,0.859495353182954,9.68763492425493e-06
241,Sult1a1,ST,Heart,Cardiomyocytes,Up,0.80571833606334,1.01211200923549e-05
242,Trnp1,ST,Heart,Cardiomyocytes,Up,1.1654984217592,1.01211200923549e-05
243,Nmrk2,ST,Heart,Cardiomyocytes,Up,1.4712978456324,1.27841386690682e-05
244,Ifi205,ST,Heart,Cardiomyocytes,Up,1.9122649111349,1.27841386690682e-05
245,Cds1,ST,Heart,Cardiomyocytes,Up,1.64718174049045,1.64284106986168e-05
246,Mpeg1,ST,Heart,Cardiomyocytes,Up,0.883496249356854,1.85313225853648e-05
247,Itgb6,ST,Heart,Cardiomyocytes,Down,-0.969801896338949,2.20334613564517e-05
248,Icam1,ST,Heart,Cardiomyocytes,Up,0.925760535936692,2.25364957595118e-05
249,Kcne1,ST,Heart,Cardiomyocytes,Down,-1.22658859415458,2.88632883144762e-05
250,Ccl5,ST,Heart,Cardiomyocytes,Up,1.56975792206627,2.90935777943695e-05
251,Fmo2,ST,Heart,Cardiomyocytes,Up,0.845340149730565,2.92632160435654e-05
252,Pth1r,ST,Heart,Cardiomyocytes,Up,0.858140196835406,4.09219164853911e-05
253,Prune2,ST,Heart,Cardiomyocytes,Up,0.695569455771177,4.69626423143897e-05
254,Pirb,ST,Heart,Cardiomyocytes,Up,0.956140912454914,5.11732801715009e-05
255,2310002L09Rik,ST,Heart,Cardiomyocytes,Up,0.906004234003206,5.38739018130466e-05
256,Dpep1,ST,Heart,Cardiomyocytes,Up,1.0033795859076,9.65084609874331e-05
257,Sgk1,ST,Heart,Cardiomyocytes,Up,0.674044216927636,0.0001094144741867
258,Apbb1ip,ST,Heart,Cardiomyocytes,Up,1.05268793366965,0.0001474793218591
259,Cp,ST,Heart,Cardiomyocytes,Up,0.667690388247749,0.0001653115738473
260,Slc43a2,ST,Heart,Cardiomyocytes,Up,0.797934930960224,0.0001776984150421
261,Gpnmb,ST,Heart,Cardiomyocytes,Up,1.53082727640171,0.0001947797823925
262,Csrnp1,ST,Heart,Cardiomyocytes,Up,0.945224763595676,0.0002118949486146
263,Cpxm2,ST,Heart,Cardiomyocytes,Up,1.44747058234633,0.0002950215391353
264,Acta1,ST,Heart,Cardiomyocytes,Up,1.95131513318807,0.0003258763831107
265,St8sia6,ST,Heart,Cardiomyocytes,Up,0.833909603437317,0.0003627618252151
266,Cnksr1,ST,Heart,Cardiomyocytes,Up,1.08943050009837,0.0003958013476831
267,Nova1,ST,Heart,Cardiomyocytes,Up,0.837889789031147,0.0003958013476831
268,Mal,ST,Heart,Cardiomyocytes,Up,0.827568656826455,0.0004156075655823
269,Sdf2l1,ST,Heart,Cardiomyocytes,Down,-0.909208782494051,0.0004494884517652
270,Hsd11b1,ST,Heart,Cardiomyocytes,Up,0.848705353168699,0.0004562576391585
271,Lyve1,ST,Heart,Cardiomyocytes,Up,0.748970739295094,0.0004562576391585
272,Cyp4b1,ST,Heart,Cardiomyocytes,Up,0.828303210157281,0.0004824558840339
273,Lgr6,ST,Heart,Cardiomyocytes,Down,-0.784550891889063,0.0004843903139176
274,Pla1a,ST,Heart,Cardiomyocytes,Up,0.822789278751307,0.000493294187883
275,Dnaja1,ST,Heart,Cardiomyocytes,Down,-0.571600115208435,0.000538908130245
276,Rassf9,ST,Heart,Cardiomyocytes,Up,0.631956052445545,0.0005636176679877
277,Ttll7,ST,Heart,Cardiomyocytes,Up,1.07514638028752,0.0006727772843305
278,Ankrd1,ST,Heart,Cardiomyocytes,Up,0.851003641117667,0.0006727772843305
279,Prkcq,ST,Heart,Cardiomyocytes,Up,1.35256219956558,0.0007319717862053
280,Pdlim1,ST,Heart,Cardiomyocytes,Up,0.535973587357877,0.0007462231795363
281,Abcb4,ST,Heart,Cardiomyocytes,Up,0.83825602355379,0.0007593053527592
282,Impa2,ST,Heart,Cardiomyocytes,Down,-0.765064378154,0.000807064201847
283,Manf,ST,Heart,Cardiomyocytes,Down,-0.5810667984962,0.000929183235239
284,Tmem267,ST,Heart,Cardiomyocytes,Down,-0.964605202732462,0.0011018961784969
285,Tgm2,ST,Heart,Cardiomyocytes,Up,0.534525086235861,0.0012656514869523
286,Efnb3,ST,Heart,Cardiomyocytes,Down,-0.97949505377774,0.0014486082745085
287,Ifi204,ST,Heart,Cardiomyocytes,Up,1.00782159929816,0.0015687992286288
288,Itgb2,ST,Heart,Cardiomyocytes,Up,0.751479604926213,0.0019453117630828
289,Pirt,ST,Heart,Cardiomyocytes,Down,-0.906694733963023,0.002002986474845
290,Galnt15,ST,Heart,Cardiomyocytes,Up,0.610461848601978,0.0023492728897461
291,Spock2,ST,Heart,Cardiomyocytes,Up,0.725997917373107,0.0025226649992301
292,Slc6a6,ST,Heart,Cardiomyocytes,Up,0.485711548673384,0.0025732330819643
293,Fam107a,ST,Heart,Cardiomyocytes,Up,1.5880080276748,0.0031041526922909
294,Ccnd1,ST,Heart,Cardiomyocytes,Up,0.664622968207743,0.0032051927862265
295,Tlr7,ST,Heart,Cardiomyocytes,Up,0.933619815921249,0.0035821538588126
296,Lrrc17,ST,Heart,Cardiomyocytes,Down,-0.89084057748145,0.0039618923094489
297,Helz2,ST,Heart,Cardiomyocytes,Up,0.754591578783995,0.0046144336550593
298,Casq1,ST,Heart,Cardiomyocytes,Down,-1.09027513654649,0.0046144336550593
299,Ighm,ST,Heart,Cardiomyocytes,Up,3.63799539087001,0.0046144336550593
300,Slc1a1,ST,Heart,Cardiomyocytes,Up,0.87885520108593,0.0047849283901111
301,Skap2,ST,Heart,Cardiomyocytes,Up,0.69775206803667,0.0050107372274051
302,Cd84,ST,Heart,Cardiomyocytes,Up,0.796928752962355,0.0055989858063442
303,Col1a2,ST,Heart,Cardiomyocytes,Down,-0.568360638434294,0.0055998642767972
304,Krt80,ST,Heart,Cardiomyocytes,Up,1.31147496203566,0.0056688354307136
305,Gfpt2,ST,Heart,Cardiomyocytes,Up,0.603517163375571,0.0058765323603006
306,Gm12167,ST,Heart,Cardiomyocytes,Down,-0.696928796957413,0.006081796557729
307,Ift81,ST,Heart,Cardiomyocytes,Down,-0.60802147548045,0.0065415092999974
308,Serpinh1,ST,Heart,Cardiomyocytes,Down,-0.49525904642738,0.0074488263443516
309,Ifi207,ST,Heart,Cardiomyocytes,Up,0.773059128682064,0.0078279097203313
