,LR pairs,tech,organ,regulate,logFC,FDR
2693,Meltf-Plg,STomics,Liver,Up,8.096138424,0.033991988
2694,Calm1-Scn4a,STomics,Liver,Up,5.560040166,0.034283707
2695,App-Sorcs1,STomics,Liver,Up,1.683974523,0.034283707
2696,Gnas-Crhr1,STomics,Liver,Up,5.278303123,0.034304357
2697,Ccl19-Ackr4,STomics,Liver,Up,1.759421068,0.034304357
2698,Fgf21-Fgfr3,STomics,Liver,Up,5.347305818,0.034304357
2699,Dag1-Nrxn3,STomics,Liver,Up,0.741093445,0.034797763
2700,Nectin1-Nectin1,STomics,Liver,Down,-0.612925623,0.034952577
2701,Sult1e1-Ppara,STomics,Liver,Up,7.454241356,0.035522873
2702,Cdh4-Cdh4,STomics,Liver,Up,5.131868424,0.035750674
2703,F13a1-Itga9,STomics,Liver,Up,5.282685024,0.035750674
2704,Sema3e-Nrp1,STomics,Liver,Up,4.986209914,0.035750674
2705,Inhba-Bambi,STomics,Liver,Up,4.776702911,0.035774756
2706,Il1rapl1-Ptprs,STomics,Liver,Up,4.867270247,0.035774756
2707,Comp-Cd47,STomics,Liver,Up,5.45222233,0.037033404
2708,Kng2-Bdkrb2,STomics,Liver,Up,1.823598234,0.037033404
2709,Thbs2-Itgb1,STomics,Liver,Up,0.610204313,0.037249389
2710,App-Casr,STomics,Liver,Up,4.779341517,0.037411689
2711,Btc-Erbb3,STomics,Liver,Up,1.621057272,0.039050504
2712,Slit3-Robo4,STomics,Liver,Up,4.832359806,0.039050504
2713,Calm1-Scn10a,STomics,Liver,Up,1.603252138,0.039050504
2714,Fgf21-Fgfr4,STomics,Liver,Up,4.714868749,0.039050504
2715,Hsp90aa1-Fgfr3,STomics,Liver,Down,-0.522248574,0.039050504
2716,Calm1-Kcnn4,STomics,Liver,Up,1.652248353,0.039050504
2717,Cyp19a1-Esr1,STomics,Liver,Up,5.429377101,0.039340586
2718,Akr1d1-Ar,STomics,Liver,Down,-0.518908455,0.039382268
2719,Adam12-Epha1,STomics,Liver,Up,4.893212739,0.039382268
2720,Fyn-Thy1,STomics,Liver,Up,1.880695668,0.039382268
2721,Gnas-Lhcgr,STomics,Liver,Up,4.7208023,0.039382268
2722,Ntf3-Ntrk2,STomics,Liver,Up,5.267472798,0.039382268
2723,Col2a1-Itgb1,STomics,Liver,Up,5.22078917,0.039971872
2724,Alcam-L1cam,STomics,Liver,Up,4.734880914,0.040059306
2725,L1cam-Alcam,STomics,Liver,Up,4.734880914,0.040059306
2726,Ntn4-Ntrk2,STomics,Liver,Up,2.900811636,0.040059306
2727,Tenm4-Adgrl1,STomics,Liver,Up,4.701486232,0.040059306
2728,Comp-Itgav,STomics,Liver,Up,4.822661322,0.040059306
2729,Lrrtm4-Nrxn3,STomics,Liver,Up,4.700327452,0.040059306
2730,Gnai2-Mtnr1a,STomics,Liver,Up,4.538450497,0.040059306
2731,Thbs2-Sdc1,STomics,Liver,Up,0.638287441,0.040059306
2732,Ceacam1-Sdc4,STomics,Liver,Up,0.480102443,0.040912747
2733,Ntn4-Unc5d,STomics,Liver,Up,4.533817235,0.040912747
2734,Bmp6-Bmpr1a,STomics,Liver,Up,0.833261993,0.041390367
2735,Spp1-Itga8,STomics,Liver,Up,0.832151131,0.041390367
2736,Calr-Lrp1,STomics,Liver,Down,-0.457537367,0.041390367
2737,Psen1-Nectin1,STomics,Liver,Down,-0.440241237,0.041390367
2738,Ddc-Htr2a,STomics,Liver,Up,4.607791262,0.041390367
2739,Ccl5-Ccrl2,STomics,Liver,Up,4.722236604,0.041702455
2740,Tenm4-Adgrl3,STomics,Liver,Up,4.613715975,0.041887138
2741,Gnb2-Kcnj6,STomics,Liver,Up,1.747660499,0.042043004
2742,Tenm2-Adgrl3,STomics,Liver,Up,4.570916758,0.042682396
2743,Clec2d-Klrb1b,STomics,Liver,Up,4.579331377,0.042824479
2744,Igfbp4-Fzd8,STomics,Liver,Up,0.449875092,0.042824479
2745,Dkk2-Lrp6,STomics,Liver,Up,4.735450272,0.042824479
2746,Ppia-Bsg,STomics,Liver,Down,-0.46914875,0.042824479
2747,Cdh1-Itgb7,STomics,Liver,Up,1.368028942,0.042824479
2748,Hspg2-Col13a1,STomics,Liver,Up,1.154612358,0.043039877
2749,Pdgfb-Pdgfrb,STomics,Liver,Up,4.936883563,0.043039877
2750,Ngf-Sorcs2,STomics,Liver,Up,4.434152188,0.04366459
2751,Lpl-Lrp2,STomics,Liver,Up,4.660072354,0.04407625
2752,Adam12-Sdc4,STomics,Liver,Up,0.997537584,0.04407625
2753,Ptges2-Ptger4,STomics,Liver,Up,4.83474052,0.044265639
2754,Nxph1-Nrxn3,STomics,Liver,Up,4.538364466,0.044688926
2755,Ngf-Ntrk3,STomics,Liver,Up,4.485405993,0.044688926
2756,Lin7c-Htr2c,STomics,Liver,Up,4.405388843,0.044688926
2757,Bmp2-Bmpr1b,STomics,Liver,Up,4.329781399,0.044688926
2758,Fn1-Itgb6,STomics,Liver,Up,1.840044711,0.044688926
2759,Vegfb-Nrp1,STomics,Liver,Down,-0.557324597,0.044688926
2760,App-Drd3,STomics,Liver,Up,4.265330347,0.044761893
2761,Nectin3-Pvr,STomics,Liver,Up,0.819949961,0.044761893
2762,Pvr-Nectin3,STomics,Liver,Up,0.819949961,0.044761893
2763,Pltp-Abca1,STomics,Liver,Down,-0.520470041,0.044893735
2764,Hgf-Plxnb1,STomics,Liver,Down,-0.591572171,0.045461743
2765,Gnai2-Lpar3,STomics,Liver,Up,4.448131664,0.04556988
2766,Comp-Cd36,STomics,Liver,Up,4.770295652,0.045765464
2767,Gdf10-Bmpr1a,STomics,Liver,Up,0.813870437,0.045765464
2768,Serping1-Selp,STomics,Liver,Up,1.626747053,0.045765464
2769,Cntf-Il6st,STomics,Liver,Up,1.562238478,0.045765464
2770,Tenm2-Adgrl1,STomics,Liver,Up,4.398432422,0.045765464
2771,Col3a1-Ddr1,STomics,Liver,Up,1.530545586,0.045765464
2772,Calm2-Scn4a,STomics,Liver,Up,4.220020919,0.045956103
2773,Nrxn3-Nlgn1,STomics,Liver,Up,4.168333211,0.045956103
2774,Nlgn1-Nrxn3,STomics,Liver,Up,4.168333211,0.045956103
2775,Lrrtm4-Ptprs,STomics,Liver,Up,4.214674311,0.046452573
2776,Calm1-Cacna1c,STomics,Liver,Up,1.230083598,0.046452573
2777,Ntng2-Lrrc4c,STomics,Liver,Up,4.390064933,0.046483723
2778,Bmp2-Acvr2b,STomics,Liver,Down,-0.863645899,0.04669317
2779,Bmp8b-Bmpr2,STomics,Liver,Up,4.348342704,0.04669317
2780,Il15-Il2rb,STomics,Liver,Up,4.198753054,0.04669317
2781,Bsg-Slc16a7,STomics,Liver,Down,-0.405409302,0.046741385
2782,Gpc3-Igf1r,STomics,Liver,Up,4.147314406,0.046955413
2783,Il18-Il1rapl1,STomics,Liver,Up,1.781893869,0.046955413
2784,Fgg-Itgb2,STomics,Liver,Up,0.737102016,0.047221718
2785,Fbn1-Itga5,STomics,Liver,Up,1.60776601,0.04729665
2786,Kng1-Bdkrb2,STomics,Liver,Up,2.315645267,0.04729665
2787,Gng12-Kcnj6,STomics,Liver,Up,1.646084027,0.04729665
2788,Adam10-Gpnmb,STomics,Liver,Up,2.659720558,0.047345654
2789,Adam17-Cd40,STomics,Liver,Up,4.818927113,0.047345654
2790,Cyp19a1-Nr1i2,STomics,Liver,Up,4.206826839,0.047548287
2791,Dscam-Dcc,STomics,Liver,Up,4.458282986,0.048263947
2792,Cdh2-Fcer2a,STomics,Liver,Up,1.773534668,0.048263947
2793,Apoe-Sdc1,Visium,Spleen,Down,-1.823802109,5.8098396303708e-20
2794,Fcer2a-Cr2,Visium,Spleen,Up,1.779167298,2.2663833253689402e-14
2795,Cd55-Adgre5,Visium,Spleen,Up,0.778686028,2.2663833253689402e-14
2796,Adgre5-Cd55,Visium,Spleen,Up,0.778686028,2.2663833253689402e-14
2797,Tnxb-Sdc1,Visium,Spleen,Down,-1.534279898,3.77620946211636e-13
2798,Lgals9-Ighm,Visium,Spleen,Down,-1.409499041,3.77620946211636e-13
2799,Adam10-Fcer2a,Visium,Spleen,Up,1.196002699,3.77620946211636e-13
2800,Col4a1-Sdc1,Visium,Spleen,Down,-1.224192843,9.8620183635028e-13
2801,Fn1-Sdc1,Visium,Spleen,Down,-1.460242136,1.5155573350923799e-12
2802,C3-Itgam,Visium,Spleen,Down,-1.154532116,2.34820163131256e-12
2803,Ccl5-Sdc1,Visium,Spleen,Down,-1.857375265,2.34820163131256e-12
2804,Camp-Fpr2,Visium,Spleen,Down,-3.365425363,1.9541303414336498e-11
2805,Lipc-Lrp1,Visium,Spleen,Down,-1.645603341,5.93918773206349e-11
2806,Col1a1-Sdc1,Visium,Spleen,Down,-1.702584136,1.2558587577993002e-10
2807,Slpi-Plscr1,Visium,Spleen,Down,-1.995353359,1.27005824782455e-10
2808,Col4a2-Sdc1,Visium,Spleen,Down,-1.36287604,1.99745228915657e-10
2809,Cfh-Itgam,Visium,Spleen,Down,-1.854998438,2.31280551205291e-10
2810,Hmgb1-Sdc1,Visium,Spleen,Down,-1.342225367,3.68496972774189e-10
2811,S100a8-Tlr4,Visium,Spleen,Down,-2.063690517,5.77348384257298e-10
2812,Col1a2-Sdc1,Visium,Spleen,Down,-1.247088462,8.27936834310299e-10
2813,Calm1-Sell,Visium,Spleen,Up,0.634138923,2.3262497580466602e-09
2814,S100a9-Tlr4,Visium,Spleen,Down,-1.951491035,4.972491688150161e-09
2815,Gzma-F2r,Visium,Spleen,Up,1.549177181,6.432535219099051e-09
2816,Col6a3-Sdc1,Visium,Spleen,Down,-1.387148083,7.484376322007531e-09
2817,Lpl-Sdc1,Visium,Spleen,Down,-1.914516406,1.05130603949259e-08
2818,Clcf1-Il6st,Visium,Spleen,Up,0.703938572,1.16956406617364e-08
2819,S100a8-Ly96,Visium,Spleen,Down,-1.576263448,1.32057830134888e-08
2820,Hp-Itgam,Visium,Spleen,Down,-2.262311392,1.69289514302693e-08
2821,Gnas-Vipr1,Visium,Spleen,Up,1.395886046,1.88364108091222e-08
2822,Selplg-Sell,Visium,Spleen,Up,0.664001524,2.42851422501833e-08
2823,C4b-C5ar2,Visium,Spleen,Down,-1.155947588,6.52257641220278e-08
2824,Lgals3-Lag3,Visium,Spleen,Down,-1.920412089,1.20836356671413e-07
2825,Vasp-Itga4,Visium,Spleen,Up,0.532772108,1.20836356671413e-07
2826,Adam10-Gpnmb,Visium,Spleen,Down,-2.119888248,1.31862069620539e-07
2827,Ltb-Cd40,Visium,Spleen,Up,0.711782746,2.0739516599836e-07
2828,Camp-P2rx7,Visium,Spleen,Down,-2.107345355,2.21408320042495e-07
2829,Thbs1-Sdc1,Visium,Spleen,Down,-1.756029764,3.24410381298928e-07
2830,Il10-Il10ra,Visium,Spleen,Down,-2.546077986,3.24410381298928e-07
2831,Spp1-Cd44,Visium,Spleen,Down,-1.967604323,3.75612813208103e-07
2832,Btla-Cd79a,Visium,Spleen,Up,0.632741181,4.18430266484782e-07
2833,Ccl5-Ccr1,Visium,Spleen,Down,-1.754810728,5.97118091399552e-07
2834,Angptl4-Sdc1,Visium,Spleen,Down,-1.637016713,6.32197467789135e-07
2835,Clcf1-Lifr,Visium,Spleen,Up,0.791527397,6.36768967566012e-07
2836,Ptma-Vipr1,Visium,Spleen,Up,1.322378583,8.41916956455877e-07
2837,Mmp2-Itgb1,Visium,Spleen,Down,-0.925879633,9.80855944845103e-07
2838,Cd80-Ctla4,Visium,Spleen,Down,-1.878728983,2.10843090243673e-06
2839,Ctla4-Cd80,Visium,Spleen,Down,-1.878728983,2.10843090243673e-06
2840,Reln-Itgb1,Visium,Spleen,Down,-1.745315454,2.14461492974297e-06
2841,Fn1-Nt5e,Visium,Spleen,Down,-0.883322959,3.4863954775489e-06
2842,Lipc-Scarb1,Visium,Spleen,Down,-1.28862417,3.4863954775489e-06
2843,Ltf-Lrp1,Visium,Spleen,Down,-1.510864834,3.91653774373253e-06
2844,Cd80-Cd274,Visium,Spleen,Down,-0.935195123,4.62554184564153e-06
2845,Cd274-Cd80,Visium,Spleen,Down,-0.935195123,4.62554184564153e-06
2846,Col6a2-Sdc1,Visium,Spleen,Down,-1.690185913,5.14265201040675e-06
2847,Thbs2-Sdc1,Visium,Spleen,Down,-1.719502599,6.09811571337422e-06
2848,Rtn4-S1pr2,Visium,Spleen,Down,-1.001223098,6.21782548983032e-06
2849,Fn1-Itgb7,Visium,Spleen,Up,0.542611244,7.33318476848429e-06
2850,Hp-Itgb2,Visium,Spleen,Down,-1.085275179,8.69393755773706e-06
2851,Tnfsf13-Fas,Visium,Spleen,Down,-1.16726411,1.00414340569082e-05
2852,Icam1-Itgam,Visium,Spleen,Down,-0.828386331,1.14578730964293e-05
2853,Cd86-Ctla4,Visium,Spleen,Down,-1.032891548,1.15290553994991e-05
2854,Ccl4-Ackr2,Visium,Spleen,Down,-1.582498107,1.45791459029037e-05
2855,Anxa1-Fpr2,Visium,Spleen,Down,-1.75051844,1.47917299390636e-05
2856,Lgals9-Cd40,Visium,Spleen,Up,0.613585397,1.55379362235427e-05
2857,Apoe-Lrp5,Visium,Spleen,Down,-0.723035572,1.55379362235427e-05
2858,Thy1-Adgre5,Visium,Spleen,Up,0.669690526,1.64436647791328e-05
2859,Spon1-App,Visium,Spleen,Down,-1.649207961,2.80257056173338e-05
2860,C3-Cr2,Visium,Spleen,Up,0.582587556,3.16885435824194e-05
2861,Cxcl13-Cxcr5,Visium,Spleen,Up,0.717705299,3.18370944424775e-05
2862,Adam23-Itga4,Visium,Spleen,Up,0.64544009,3.29863522653954e-05
2863,Icam2-Itgal,Visium,Spleen,Up,0.481355583,3.70078130139906e-05
2864,Apoe-Lrp1,Visium,Spleen,Down,-0.472783206,3.70078130139906e-05
2865,Daglb-Gpr55,Visium,Spleen,Down,-1.235104442,3.79297925584248e-05
2866,Ccl5-Ackr2,Visium,Spleen,Down,-1.124183098,4.40881063905787e-05
2867,Pecam1-Pecam1,Visium,Spleen,Up,0.609040511,4.4550024997345e-05
2868,Col6a1-Sdc1,Visium,Spleen,Down,-1.497512087,4.97864992426301e-05
2869,Ccl6-Ccr1,Visium,Spleen,Down,-1.251036515,5.59229293171772e-05
2870,Cd14-Cd55,Visium,Spleen,Up,0.868679393,6.51578208099179e-05
2871,Mmp9-Lrp1,Visium,Spleen,Down,-0.886891959,7.71468226278301e-05
2872,Hmgb1-Itgam,Visium,Spleen,Down,-0.805659209,8.13647869718794e-05
2873,Icosl-Cd28,Visium,Spleen,Up,0.961313647,9.5551235524186e-05
2874,Fyn-Thy1,Visium,Spleen,Up,0.692988658,0.000102198
2875,Thbs2-Itgb1,Visium,Spleen,Down,-0.710161464,0.000111223
2876,Hsp90b1-Lrp1,Visium,Spleen,Down,-0.528064147,0.000115033
2877,Hp-Cd163,Visium,Spleen,Down,-1.099094099,0.000116054
2878,Slamf7-Slamf7,Visium,Spleen,Down,-0.899147341,0.000144715
2879,Lipc-Ldlr,Visium,Spleen,Down,-1.427502277,0.000144715
2880,Bgn-P2rx7,Visium,Spleen,Down,-0.622156309,0.000147104
2881,Itgb2l-Icam1,Visium,Spleen,Down,-1.672539372,0.000148649
2882,Penk-Ogfr,Visium,Spleen,Down,-1.466849276,0.00016976
2883,Mmp9-Cd44,Visium,Spleen,Down,-0.818468672,0.000193375
2884,L1cam-Itgav,Visium,Spleen,Up,1.068397127,0.000194468
2885,Slpi-Plscr4,Visium,Spleen,Down,-1.344028655,0.000208683
2886,Lgals1-Itgb1,Visium,Spleen,Down,-0.537111017,0.000214666
2887,Cx3cl1-Itgb1,Visium,Spleen,Down,-1.250695667,0.000214666
2888,Fcer2a-Fgfr2,Visium,Spleen,Up,1.358551463,0.000214666
2889,Slamf6-Slamf6,Visium,Spleen,Up,0.633863909,0.000217527
2890,Hsp90b1-Tlr2,Visium,Spleen,Down,-0.893120566,0.000220634
2891,Reln-Notch1,Visium,Spleen,Down,-1.393204527,0.000224695
2892,Ccl5-Ccr5,Visium,Spleen,Down,-1.359505527,0.00022872
2893,Mmp9-Itgb2,Visium,Spleen,Down,-0.761781572,0.000274968
2894,Hsp90b1-Tlr4,Visium,Spleen,Down,-0.792731282,0.000286655
2895,Lnx2-Cd8a,Visium,Spleen,Up,0.902144699,0.000302659
2896,Mmp9-Tlr4,Visium,Spleen,Down,-1.250759688,0.000312875
2897,Calm1-Scn4a,Visium,Spleen,Down,-0.989222966,0.000329484
2898,L1cam-Itgb3,Visium,Spleen,Up,1.223252124,0.000376614
2899,Lta4h-Ltb4r1,Visium,Spleen,Down,-1.360898762,0.000408067
2900,Sema4d-Ptprc,Visium,Spleen,Up,0.458234665,0.000409155
2901,Tnfsf9-Traf1,Visium,Spleen,Down,-1.361045446,0.000442737
2902,S100a9-Ager,Visium,Spleen,Down,-1.174595539,0.00045482
2903,Sdc1-Adgra2,Visium,Spleen,Down,-1.510136626,0.000466184
2904,Entpd1-Adora2a,Visium,Spleen,Down,-0.888643051,0.000479254
2905,Gnai2-Tbxa2r,Visium,Spleen,Up,0.634142773,0.000482695
2906,Ccn2-Itgam,Visium,Spleen,Down,-0.86619214,0.000563134
2907,Jag1-Notch2,Visium,Spleen,Up,0.690225682,0.0005905
2908,Psen2-Notch2,Visium,Spleen,Up,0.490747978,0.000666351
2909,Cd52-Siglecg,Visium,Spleen,Up,0.474312458,0.000666351
2910,Ccl5-Cxcr3,Visium,Spleen,Down,-0.98713705,0.000666351
2911,Timd4-Havcr1,Visium,Spleen,Down,-1.763452286,0.000762466
2912,Nectin2-Cd96,Visium,Spleen,Up,1.162663158,0.000788874
2913,Calm2-Scn4a,Visium,Spleen,Down,-0.905619401,0.000832557
2914,Calm3-Scn4a,Visium,Spleen,Down,-1.013166609,0.00085288
2915,Lgals3-Mag,Visium,Spleen,Down,-0.895531812,0.000885669
2916,Gdf3-Tgfbr1,Visium,Spleen,Down,-1.096457488,0.000919448
2917,Gdf10-Bmpr1a,Visium,Spleen,Down,-1.070152096,0.001047494
2918,Fn1-Itga4,Visium,Spleen,Up,0.473613183,0.001097048
2919,Mfng-Notch2,Visium,Spleen,Up,0.475958612,0.001230354
2920,Hmgb1-Tlr1,Visium,Spleen,Up,0.463819316,0.00126579
2921,Cfp-Ncr1,Visium,Spleen,Up,0.658059506,0.00126579
2922,Icam4-Itga4,Visium,Spleen,Up,1.295915013,0.001269437
2923,F13a1-Itgb1,Visium,Spleen,Down,-0.845787946,0.001436266
2924,Gnas-Adrb2,Visium,Spleen,Up,0.484760358,0.001501054
2925,Edn3-Kel,Visium,Spleen,Up,1.265038112,0.001537514
2926,Prg4-Cd44,Visium,Spleen,Down,-1.261401392,0.00165316
2927,Gnas-Crhr1,Visium,Spleen,Up,0.749152112,0.001701439
2928,Hsp90b1-Pparg,Visium,Spleen,Down,-0.684214568,0.00170629
2929,Icam4-Itgav,Visium,Spleen,Up,1.163733189,0.001812248
2930,Itgb2-Thy1,Visium,Spleen,Up,0.549067656,0.001867008
2931,Anxa2-Tlr2,Visium,Spleen,Down,-0.601564445,0.001949855
2932,Adam11-Itga4,Visium,Spleen,Up,0.773978065,0.00204235
2933,Pdgfb-Pdgfra,Visium,Spleen,Down,-0.745914115,0.002218746
2934,Pf4-Ccr1,Visium,Spleen,Down,-1.059157835,0.002452838
2935,Gdf15-Tgfbr2,Visium,Spleen,Down,-0.701915071,0.002474216
2936,Angpt2-Itgb2,Visium,Spleen,Up,0.699365799,0.002476173
2937,Fn1-Cd79a,Visium,Spleen,Up,0.47925052,0.002476173
2938,Apoe-Sdc4,Visium,Spleen,Down,-0.40730571,0.002476173
2939,Vegfa-Ptprb,Visium,Spleen,Up,0.605521316,0.002747788
2940,Apoe-Lrp8,Visium,Spleen,Down,-0.738025832,0.002747788
2941,Alox5ap-Alox5,Visium,Spleen,Down,-1.338201432,0.002756206
2942,Cd200-Cd200r4,Visium,Spleen,Down,-1.02706239,0.002822649
2943,Ifng-Ifngr1,Visium,Spleen,Down,-0.938973881,0.002879574
2944,Gdf15-Tgfbr1,Visium,Spleen,Down,-0.916167147,0.002958878
2945,Icam2-Itgb2,Visium,Spleen,Up,0.427816862,0.003125444
2946,Itgb2-Icam2,Visium,Spleen,Up,0.427816862,0.003125444
2947,Angpt2-Itgav,Visium,Spleen,Up,0.870273496,0.003367965
2948,Lgals3-Itgb1,Visium,Spleen,Down,-0.48703249,0.003454886
2949,Efnb2-Pecam1,Visium,Spleen,Up,0.761954079,0.003483675
2950,Htra2-Cd40,Visium,Spleen,Up,0.510055507,0.003483675
2951,Reln-Itgb3,Visium,Spleen,Down,-1.480270646,0.00349603
2952,Sema4d-Plxnb1,Visium,Spleen,Up,0.584871726,0.003502474
2953,Fgf1-Fgfr3,Visium,Spleen,Up,0.701313999,0.00359083
2954,Ccl21a-Ccr7,Visium,Spleen,Up,0.60216539,0.003713496
2955,Cxcl9-Cxcr3,Visium,Spleen,Down,-0.897702644,0.003713496
2956,C3-C5ar2,Visium,Spleen,Down,-0.681953126,0.003746939
2957,Plau-Lrp1,Visium,Spleen,Down,-1.283845535,0.003773695
2958,Jag2-Notch2,Visium,Spleen,Up,0.831657357,0.003773814
2959,Ccl19-Ccr7,Visium,Spleen,Up,0.57398797,0.00380674
2960,Gnas-Avpr2,Visium,Spleen,Up,1.552956571,0.003886111
2961,Tgfb1-Tgfbr3,Visium,Spleen,Up,0.494291053,0.0038864
2962,Snca-Lag3,Visium,Spleen,Down,-1.246446559,0.004094786
2963,Gnai2-Adcy1,Visium,Spleen,Up,0.690147469,0.004094786
2964,C3-Itgax,Visium,Spleen,Down,-0.423972053,0.004104918
2965,Cd177-Pecam1,Visium,Spleen,Down,-1.201202749,0.004104918
2966,Cd9-L1cam,Visium,Spleen,Up,0.715190034,0.004275241
2967,L1cam-Cd9,Visium,Spleen,Up,0.715190034,0.004275241
2968,Clec11a-Itgb1,Visium,Spleen,Down,-0.707068462,0.00457287
2969,Lpl-Lrp1,Visium,Spleen,Down,-0.60981214,0.00457287
2970,Ang-Plxnb2,Visium,Spleen,Down,-1.053884734,0.004701046
2971,Dll1-Notch2,Visium,Spleen,Up,0.454587645,0.006092717
2972,Ppbp-Cxcr2,Visium,Spleen,Down,-1.168245392,0.006392798
2973,Bgn-Tlr2,Visium,Spleen,Down,-0.595979586,0.006475096
2974,Timp1-Cd63,Visium,Spleen,Down,-0.639109908,0.006695573
2975,Itgb2-Cd226,Visium,Spleen,Up,0.543781857,0.006712456
2976,Plat-Lrp1,Visium,Spleen,Down,-0.964748675,0.006775748
2977,Angpt2-Tie1,Visium,Spleen,Up,0.871724134,0.006836109
2978,Jam3-Itgam,Visium,Spleen,Down,-0.836857934,0.007017184
2979,Ptpn6-Cd22,Visium,Spleen,Up,0.43088782,0.008063296
2980,Tnf-Rhbdf2,Visium,Spleen,Up,0.667122576,0.008791649
2981,Tgfb1-Eng,Visium,Spleen,Up,0.441304614,0.009361198
2982,C4b-Cr2,Visium,Spleen,Up,0.442297131,0.009712868
2983,Lcn2-Slc22a17,Visium,Spleen,Down,-1.027148039,0.009712868
2984,Ccl5-Ccrl2,Visium,Spleen,Down,-0.822263526,0.009712868
2985,Apoe-Scarb1,Visium,Spleen,Down,-0.407588368,0.009712868
2986,Ptprc-Cd22,Visium,Spleen,Up,0.408641281,0.009712868
2987,Cd22-Ptprc,Visium,Spleen,Up,0.408641281,0.009712868
2988,Cxcl12-Avpr1a,Visium,Spleen,Down,-1.132251921,0.009960235
2989,Rspo1-Lrp6,Visium,Spleen,Up,0.857181586,0.010011681
2990,Cxcl12-Cxcr3,Visium,Spleen,Down,-0.454217225,0.010062396
2991,Cxcl10-Ackr1,Visium,Spleen,Up,0.981800861,0.01149608
2992,Pvr-Cd96,Visium,Spleen,Up,0.762900147,0.011757632
2993,Cd96-Pvr,Visium,Spleen,Up,0.762900147,0.011757632
2994,Ftl1-Scara5,Visium,Spleen,Down,-0.718913825,0.013360104
2995,Vwf-Gp5,Visium,Spleen,Down,-1.026044626,0.013748553
2996,Hspg2-Dag1,Visium,Spleen,Up,0.504587697,0.01399639
2997,Sema3g-Nrp2,Visium,Spleen,Down,-0.797712563,0.014050833
2998,Gnai2-Cnr1,Visium,Spleen,Up,0.901114811,0.014313314
2999,F11r-F11r,Visium,Spleen,Down,-0.967057562,0.014771565
3000,Igfbp4-Fzd8,Visium,Spleen,Up,0.640290852,0.01491812
3001,Egfl7-Notch2,Visium,Spleen,Up,0.464555046,0.015075905
3002,Jag2-Notch1,Visium,Spleen,Up,0.758754381,0.015358815
3003,Adam10-Il6ra,Visium,Spleen,Up,0.480684811,0.015404545
3004,Cx3cl1-Itga4,Visium,Spleen,Down,-0.828593099,0.016150381
3005,Adam9-Itgb1,Visium,Spleen,Down,-0.536344552,0.016260763
3006,Adam10-Tspan5,Visium,Spleen,Up,0.609469443,0.016260763
3007,Lama2-Itgb1,Visium,Spleen,Down,-0.600190388,0.016260763
3008,Hfe-Tfrc,Visium,Spleen,Up,0.725883115,0.016260763
3009,Icosl-Icos,Visium,Spleen,Up,0.571555,0.016279562
3010,Gzma-F2rl2,Visium,Spleen,Up,0.93030454,0.016306941
3011,Vegfa-Axl,Visium,Spleen,Up,0.44134831,0.017818194
3012,Timp1-Itgb1,Visium,Spleen,Down,-0.529060258,0.019063433
3013,Adam10-Tspan15,Visium,Spleen,Up,0.494321738,0.019355838
3014,Lgals8-Itga3,Visium,Spleen,Up,0.660984963,0.019496504
3015,Fbln1-Itgb1,Visium,Spleen,Down,-0.70789008,0.021057431
3016,Jag1-Notch3,Visium,Spleen,Up,0.689855427,0.021702209
3017,Col1a2-Itga11,Visium,Spleen,Down,-0.821462969,0.021702209
3018,C1qa-Cd33,Visium,Spleen,Down,-0.427669668,0.02191746
3019,App-Fpr2,Visium,Spleen,Down,-0.770139855,0.022819231
3020,Tnfsf12-Tnfrsf25,Visium,Spleen,Up,0.636506623,0.023977774
3021,Adam10-Tspan10,Visium,Spleen,Down,-0.603357211,0.024080914
3022,Gnai2-C5ar1,Visium,Spleen,Down,-0.899337071,0.024816243
3023,F13a1-Itga9,Visium,Spleen,Down,-0.800950692,0.025580807
3024,Itgav-Thy1,Visium,Spleen,Up,0.513616771,0.025598611
3025,Icam5-Itgb2,Visium,Spleen,Up,0.686605047,0.025598611
3026,Icam4-Itgb3,Visium,Spleen,Up,0.976224904,0.025598611
3027,Tnf-Cd40,Visium,Spleen,Up,0.556972942,0.025619901
3028,Sema7a-Itgb1,Visium,Spleen,Down,-0.496361438,0.025780291
3029,Adam10-Axl,Visium,Spleen,Up,0.385291898,0.025780291
3030,Myl9-Cd69,Visium,Spleen,Up,0.516637659,0.026978153
3031,Tgm2-Itgb1,Visium,Spleen,Down,-0.377012945,0.027071418
3032,Kitl-Epor,Visium,Spleen,Up,0.747500131,0.027365267
3033,Serpine1-Lrp1,Visium,Spleen,Down,-0.800569301,0.030164366
3034,Lrpap1-Sorl1,Visium,Spleen,Up,0.394738478,0.031101387
3035,Ltb-Tnfrsf1a,Visium,Spleen,Up,0.383384195,0.032520452
3036,Sema4a-Plxnb1,Visium,Spleen,Up,0.52218909,0.032567466
3037,Hras-Cav1,Visium,Spleen,Up,0.601195541,0.032599927
3038,Bmp6-Bmpr2,Visium,Spleen,Down,-0.817034025,0.033162768
3039,Mmp2-Itgav,Visium,Spleen,Down,-0.593185393,0.035755368
3040,Col4a2-Cd93,Visium,Spleen,Up,0.467029699,0.0366504
3041,App-Gpc1,Visium,Spleen,Down,-0.521290938,0.036724467
3042,Adam17-Rhbdf2,Visium,Spleen,Up,0.411634866,0.038028125
3043,Mif-Cxcr2,Visium,Spleen,Down,-0.514656183,0.038106129
3044,Col6a4-Sdc4,Visium,Spleen,Up,0.553706431,0.038106129
