,LR pairs,tech,organ,regulate,logFC,FDR
2325,Efnb1-Egfr,Visium,Liver,Down,-0.956104341,0.000189574
2326,Ccn2-Fgfr2,Visium,Liver,Up,1.170167643,0.000226114
2327,Hmgb1-Cxcr4,Visium,Liver,Up,1.503748973,0.000248101
2328,Pcsk9-Vldlr,Visium,Liver,Up,0.779679412,0.000271214
2329,Fga-Itgax,Visium,Liver,Up,1.08101273,0.00033313
2330,Ccn2-Lrp6,Visium,Liver,Up,1.420014198,0.000370158
2331,Col6a1-Sdc1,Visium,Liver,Up,0.96377173,0.000393318
2332,Tnxb-Sdc1,Visium,Liver,Up,1.013108066,0.000437605
2333,Col4a3-Sdc1,Visium,Liver,Up,2.715065822,0.000663606
2334,F11r-Jam2,Visium,Liver,Down,-0.711727652,0.000711797
2335,Jam2-F11r,Visium,Liver,Down,-0.711727652,0.000711797
2336,Lpl-Lrp1,Visium,Liver,Up,0.859058547,0.00083132
2337,Col5a3-Sdc3,Visium,Liver,Up,0.785149335,0.000906431
2338,Ltbp3-Itgb5,Visium,Liver,Up,0.790347996,0.000991517
2339,Il1rap-Ptprf,Visium,Liver,Down,-0.476655983,0.001245491
2340,Col4a5-Itgb1,Visium,Liver,Down,-0.946264478,0.001348048
2341,C3-Itgax,Visium,Liver,Up,1.127364661,0.001582906
2342,F2-Thbd,Visium,Liver,Down,-0.588043491,0.001713624
2343,Proc-Tek,Visium,Liver,Down,-0.504128283,0.001932326
2344,Bgn-Fgfr3,Visium,Liver,Up,0.570119961,0.002245019
2345,Lpl-Sdc1,Visium,Liver,Up,1.208508672,0.002245019
2346,Mfge8-Pdgfrb,Visium,Liver,Up,0.899998488,0.002273265
2347,Sult2a3-Pparg,Visium,Liver,Up,2.004403497,0.002576143
2348,Cxadr-Cxadr,Visium,Liver,Down,-0.617407903,0.002576143
2349,Col6a3-Sdc4,Visium,Liver,Up,0.731304379,0.002843203
2350,App-Vldlr,Visium,Liver,Up,0.820020074,0.003206949
2351,Adam10-Gpnmb,Visium,Liver,Up,2.144785488,0.003366708
2352,Cdh1-Egfr,Visium,Liver,Down,-1.558677904,0.003691825
2353,Hsp90b1-Lrp6,Visium,Liver,Down,-0.460818009,0.004530824
2354,Ccn2-Igf2r,Visium,Liver,Up,1.205733376,0.004530824
2355,Col1a1-Cd36,Visium,Liver,Up,1.255205347,0.004530824
2356,Proc-Thbd,Visium,Liver,Down,-0.620995873,0.004793814
2357,Sema6a-Plxna2,Visium,Liver,Down,-0.775232254,0.004793814
2358,Cdh1-Cdh1,Visium,Liver,Down,-2.218665704,0.004793814
2359,Vtn-Plaur,Visium,Liver,Up,0.741777704,0.005148961
2360,Kng1-Plaur,Visium,Liver,Up,0.746140769,0.005348222
2361,Ptpn6-Cd22,Visium,Liver,Up,1.129074898,0.00548162
2362,Timp3-Kdr,Visium,Liver,Up,0.567026357,0.005725065
2363,Reln-Vldlr,Visium,Liver,Up,0.794046206,0.005725065
2364,Pltp-Abca1,Visium,Liver,Down,-0.504510309,0.005725065
2365,App-Ngfr,Visium,Liver,Up,0.748743706,0.006155697
2366,Col4a3-Sdc4,Visium,Liver,Up,1.862675447,0.006464914
2367,Plg-Plaur,Visium,Liver,Up,0.707347317,0.006591278
2368,Cxcl10-Sdc4,Visium,Liver,Down,-0.598663764,0.006717465
2369,Col1a1-Sdc1,Visium,Liver,Up,0.94080276,0.006856359
2370,Lgals3-Itgb1,Visium,Liver,Up,0.620946677,0.00773372
2371,Sult2a3-Ppard,Visium,Liver,Up,0.985202013,0.00773372
2372,Jam2-Itgb1,Visium,Liver,Down,-0.685622024,0.00773372
2373,Ccn2-Itgb2,Visium,Liver,Up,1.383629603,0.00773372
2374,Col6a1-Cd44,Visium,Liver,Up,0.830446403,0.008062413
2375,Fgf2-Sdc1,Visium,Liver,Up,1.259484809,0.008227795
2376,Ltbp1-Itgb5,Visium,Liver,Up,0.846705072,0.008529696
2377,Pdgfb-Pdgfrb,Visium,Liver,Up,1.098978972,0.008529696
2378,Gdf15-Egfr,Visium,Liver,Down,-0.743372174,0.008529696
2379,Col4a5-Sdc4,Visium,Liver,Down,-0.76461876,0.011359927
2380,Thbs1-Sdc1,Visium,Liver,Up,0.888082384,0.011736483
2381,Bgn-Cd44,Visium,Liver,Up,0.659221917,0.012270967
2382,Fn1-Plaur,Visium,Liver,Up,0.630823966,0.015959712
2383,Thbs2-Cd36,Visium,Liver,Up,0.937492767,0.01613159
2384,Inhbc-Acvr2a,Visium,Liver,Down,-0.574156176,0.016267607
2385,Tnfsf13-Tnfrsf1a,Visium,Liver,Up,0.587739547,0.018013389
2386,St6gal1-Cd22,Visium,Liver,Up,0.793446138,0.018733442
2387,Lgals3-Mertk,Visium,Liver,Up,0.704024673,0.019512207
2388,Hmgb1-Thbd,Visium,Liver,Down,-0.576662375,0.019935407
2389,Cd84-Cd84,Visium,Liver,Up,1.150224417,0.020928857
2390,Clu-Vldlr,Visium,Liver,Up,0.689814002,0.021201917
2391,Sult2a3-Ppara,Visium,Liver,Up,1.405881005,0.021731386
2392,Ccn2-Itga5,Visium,Liver,Up,1.113752808,0.02205736
2393,Bgn-Tlr2,Visium,Liver,Up,0.611608622,0.02325827
2394,Mfge8-Itgb5,Visium,Liver,Up,0.50789876,0.02331058
2395,Spp1-Itga4,Visium,Liver,Up,0.823852136,0.02331058
2396,Dsg1c-Dsc2,Visium,Liver,Up,1.16986106,0.023720606
2397,Dsc2-Dsg1c,Visium,Liver,Up,1.16986106,0.023720606
2398,Pdgfb-Lrp1,Visium,Liver,Up,0.691847071,0.024702004
2399,Col6a1-Sdc4,Visium,Liver,Up,0.513438599,0.025590276
2400,Lipc-Scarb1,Visium,Liver,Down,-0.446828648,0.025927103
2401,Mmp2-Sdc2,Visium,Liver,Up,0.53846281,0.026011178
2402,Cxcl10-Dpp4,Visium,Liver,Down,-0.588304817,0.026769156
2403,Gnai2-C5ar1,Visium,Liver,Up,0.842187012,0.026769156
2404,Thbs1-Cd36,Visium,Liver,Up,1.119760891,0.027557171
2405,Nid2-Col13a1,Visium,Liver,Down,-0.942283401,0.027557171
2406,Bst2-Pira2,Visium,Liver,Down,-0.676764528,0.029499904
2407,Lrig1-Egfr,Visium,Liver,Down,-0.759272999,0.029780922
2408,Lpl-Gpihbp1,Visium,Liver,Up,0.714264488,0.031474398
2409,Il33-Il1rap,Visium,Liver,Down,-0.612968988,0.032104494
2410,Hc-C5ar1,Visium,Liver,Up,0.781346322,0.032104494
2411,Lgals9-Havcr2,Visium,Liver,Up,0.78146628,0.033584162
2412,Cd55-Adgre5,Visium,Liver,Down,-0.502400811,0.037905646
2413,Adgre5-Cd55,Visium,Liver,Down,-0.502400811,0.037905646
2414,Ccl5-Ackr2,Visium,Liver,Up,1.122851336,0.03814352
2415,Inhba-Acvr1,Visium,Liver,Down,-0.634131475,0.03814352
2416,Saa1-Cd36,Visium,Liver,Up,0.580971295,0.038152971
2417,Serpine1-Lrp1,Visium,Liver,Up,1.382230086,0.040041616
2418,Adm-Ramp2,Visium,Liver,Up,0.84788228,0.040041616
2419,Vim-Cd44,Visium,Liver,Up,0.556640042,0.041996745
2420,Ccl5-Sdc1,Visium,Liver,Up,1.123429986,0.041996745
2421,Aplp2-Plxna4,Visium,Liver,Up,0.583225387,0.042605717
2422,Lgals3-Itgb3,Visium,Liver,Up,0.784082856,0.043221101
2423,Lamb1-Dag1,Visium,Liver,Up,0.489941526,0.045310922
2424,Timp1-Lrp1,Visium,Liver,Up,0.883363185,0.046262366
2425,Ccn2-Egfr,Visium,Liver,Up,1.012295405,0.046805901
2426,Gnai2-Egfr,Visium,Liver,Down,-0.54652906,0.046805901
2427,Icam4-Itgb1,Visium,Liver,Down,-0.890850152,0.046805901
2428,Srd5a3-Ar,Visium,Liver,Up,0.863170007,0.047270138
2429,Anxa2-Robo4,Visium,Liver,Up,0.521890603,0.049432599
2430,Calm1-Adcy8,STomics,Liver,Up,7.264987993,2.15563449924011e-05
2431,Sult1a1-Ppara,STomics,Liver,Down,-0.787818832,2.15563449924011e-05
2432,Col6a4-Sdc4,STomics,Liver,Up,7.498716913,2.15563449924011e-05
2433,Calm1-Kcnq3,STomics,Liver,Up,7.120683372,2.15563449924011e-05
2434,Apoe-Vldlr,STomics,Liver,Down,-1.15625659,2.15563449924011e-05
2435,Wnt3a-Lrp1,STomics,Liver,Up,7.14639572,2.15563449924011e-05
2436,Ctsd-Lrp1,STomics,Liver,Down,-0.841921866,2.15563449924011e-05
2437,Aldh1a1-Rorb,STomics,Liver,Up,8.159476135,2.15563449924011e-05
2438,C3-Lrp1,STomics,Liver,Down,-0.675818068,2.22434708152636e-05
2439,Grn-Sort1,STomics,Liver,Up,1.646787771,2.42640039039485e-05
2440,Pcsk9-Sort1,STomics,Liver,Up,1.798041103,2.78153509983292e-05
2441,Nrg1-Egfr,STomics,Liver,Up,1.616561333,2.99135057974344e-05
2442,Lrpap1-Sort1,STomics,Liver,Up,1.499103166,3.95235694727695e-05
2443,Lgals1-Itgb1,STomics,Liver,Down,-1.227865563,5.08267357032983e-05
2444,Aplp2-Pigr,STomics,Liver,Down,-0.702836536,5.08267357032983e-05
2445,Sult1a1-Pparg,STomics,Liver,Down,-0.820651099,5.21070912935012e-05
2446,Ptn-Sdc2,STomics,Liver,Up,6.388713845,5.21070912935012e-05
2447,C4a-Nrp1,STomics,Liver,Down,-0.954506403,5.83623401540762e-05
2448,Ang-Plxnb2,STomics,Liver,Down,-0.836372754,6.5497945782749e-05
2449,Cxcl12-Cd4,STomics,Liver,Up,7.490007946,6.74843917049766e-05
2450,Ptn-Sdc1,STomics,Liver,Up,6.653751412,0.000109251
2451,Apoc3-Lrp1,STomics,Liver,Down,-0.639347485,0.000130178
2452,Calm2-Adcy8,STomics,Liver,Up,6.213364648,0.000139076
2453,Lgals1-Ptprc,STomics,Liver,Down,-1.282516278,0.000173275
2454,Mpzl1-Mpzl1,STomics,Liver,Up,6.148564373,0.000173275
2455,Ptn-Sdc4,STomics,Liver,Up,7.031725932,0.000173275
2456,Inhbc-Acvr2b,STomics,Liver,Down,-1.123843974,0.000177135
2457,C3-Cd81,STomics,Liver,Down,-0.588399708,0.000181651
2458,Serpine1-Lrp1,STomics,Liver,Up,6.699894748,0.000216896
2459,Apoc1-Vldlr,STomics,Liver,Down,-1.050439093,0.000279956
2460,Cxcl12-Oprm1,STomics,Liver,Up,3.250918433,0.000406956
2461,Fgf14-Fgfr3,STomics,Liver,Up,5.740294337,0.000467469
2462,Col4a5-Sdc4,STomics,Liver,Up,1.475356905,0.000467469
2463,Bmp7-Bmpr2,STomics,Liver,Up,5.454983591,0.000467469
2464,Ptn-Ncl,STomics,Liver,Up,6.211660718,0.000473018
2465,Col6a4-Sdc1,STomics,Liver,Up,6.837234875,0.000473018
2466,Apoe-Lrp1,STomics,Liver,Down,-0.624940468,0.000489083
2467,C3-Nrp1,STomics,Liver,Down,-0.541959057,0.000565523
2468,Reln-Vldlr,STomics,Liver,Down,-1.279623441,0.000632977
2469,Spon2-Itgam,STomics,Liver,Up,5.335202009,0.000649276
2470,Psap-Lrp1,STomics,Liver,Down,-0.718515441,0.000699169
2471,Tnfsf10-Tnfrsf11b,STomics,Liver,Up,4.971882656,0.000699169
2472,Clu-Vldlr,STomics,Liver,Down,-1.033746186,0.000759643
2473,Fgf13-Fgfr4,STomics,Liver,Up,5.459583802,0.000759643
2474,Bmp7-Bmpr1a,STomics,Liver,Up,5.16365025,0.000771713
2475,Sult2a3-Pparg,STomics,Liver,Down,-2.119198057,0.000771713
2476,Inhbe-Acvr2b,STomics,Liver,Down,-1.432215687,0.000772014
2477,Calm2-Kcnq3,STomics,Liver,Up,5.983214141,0.000772014
2478,Apoe-Sdc1,STomics,Liver,Down,-0.566192219,0.000889197
2479,Efnb1-Ephb2,STomics,Liver,Up,5.947317366,0.000894897
2480,Slpi-Plscr1,STomics,Liver,Up,5.682022249,0.000928212
2481,Sult2a3-Ppara,STomics,Liver,Down,-1.82302488,0.000934947
2482,Ptn-Plxnb2,STomics,Liver,Up,5.785556808,0.000960459
2483,Spon1-App,STomics,Liver,Up,2.90859514,0.000960459
2484,Sema3b-Nrp1,STomics,Liver,Up,5.764584381,0.000991707
2485,Apoe-Sdc4,STomics,Liver,Down,-0.561509158,0.000991707
2486,Daglb-Cnr2,STomics,Liver,Up,4.920092992,0.000991707
2487,Efnb1-Epha5,STomics,Liver,Up,5.343746675,0.000991707
2488,Serping1-Lrp1,STomics,Liver,Down,-0.77764316,0.001028408
2489,Vtn-Pvr,STomics,Liver,Up,0.826032981,0.001031793
2490,Sema4a-Plxnb2,STomics,Liver,Down,-0.603925081,0.001067732
2491,Fgf13-Fgfr3,STomics,Liver,Up,5.596397653,0.001094117
2492,Efnb1-Ephb1,STomics,Liver,Up,5.35640807,0.001120072
2493,Efna1-Epha6,STomics,Liver,Up,2.224539384,0.001137827
2494,Pdpn-Clec1b,STomics,Liver,Up,4.767179219,0.001137827
2495,Calm3-Adcy8,STomics,Liver,Up,5.284348484,0.001150909
2496,Inhbb-Acvr2a,STomics,Liver,Up,5.067205126,0.001205903
2497,Lipc-Lrp1,STomics,Liver,Down,-0.746554686,0.001229828
2498,Fgf14-Fgfr4,STomics,Liver,Up,5.408289153,0.001246302
2499,Calm1-Grm4,STomics,Liver,Up,2.911989954,0.001246302
2500,Efna5-Ephb1,STomics,Liver,Up,5.051365038,0.001279828
2501,Wnt5a-Fzd8,STomics,Liver,Up,5.245080193,0.001279828
2502,Nrg3-Erbb3,STomics,Liver,Up,2.759339779,0.001279828
2503,Calm1-Oprm1,STomics,Liver,Up,2.890226424,0.00130359
2504,Nid2-Col13a1,STomics,Liver,Up,5.275479221,0.00130751
2505,Calm3-Kcnq3,STomics,Liver,Up,5.280704069,0.001313171
2506,Efnb1-Epha6,STomics,Liver,Up,6.510614171,0.001388899
2507,Cfh-Itgam,STomics,Liver,Up,2.304802002,0.001529113
2508,Mif-Cd74,STomics,Liver,Down,-0.637682484,0.001529113
2509,Fgf14-Fgfr2,STomics,Liver,Up,2.595443616,0.001563184
2510,Col18a1-Gpc1,STomics,Liver,Up,0.676170077,0.001815722
2511,Clstn2-Nrxn3,STomics,Liver,Up,5.754626107,0.001815722
2512,Nrg3-Erbb4,STomics,Liver,Up,2.814109625,0.001834337
2513,Srd5a1-Ar,STomics,Liver,Down,-0.870144418,0.001834337
2514,Cd84-Cd84,STomics,Liver,Up,6.053946389,0.001834337
2515,App-Lrp2,STomics,Liver,Up,5.092449614,0.001851191
2516,Efna1-Epha4,STomics,Liver,Up,2.973185274,0.001943084
2517,Sema3c-Plxna4,STomics,Liver,Up,4.417894287,0.001943084
2518,Vwf-Itga2b,STomics,Liver,Up,4.641552927,0.001943084
2519,Il1rapl1-Ptprf,STomics,Liver,Up,1.255147981,0.002019656
2520,Efna1-Epha8,STomics,Liver,Up,5.262009241,0.002119921
2521,Vwf-Tnfrsf11b,STomics,Liver,Up,4.895990583,0.002168959
2522,Sema4b-Dcbld2,STomics,Liver,Up,4.767529005,0.002206039
2523,Tnfsf12-Egfr,STomics,Liver,Up,1.279754165,0.002312916
2524,Wnt3a-Lrp6,STomics,Liver,Up,4.717604479,0.002346952
2525,Tgfa-Erbb2,STomics,Liver,Up,4.754571353,0.002355459
2526,Col4a5-Sdc1,STomics,Liver,Up,1.195594034,0.002439657
2527,Thbs2-Sdc4,STomics,Liver,Up,0.737738073,0.002522783
2528,Gdf6-Bmpr1a,STomics,Liver,Up,4.184891453,0.002580601
2529,Tenm1-Adgrl2,STomics,Liver,Up,2.739072911,0.00260679
2530,Gng5-Kcnj6,STomics,Liver,Up,5.084112412,0.00267243
2531,Cxcl12-Avpr1a,STomics,Liver,Up,0.690435007,0.002754935
2532,Lgals9-Cd40,STomics,Liver,Up,2.250444926,0.002783735
2533,Lrpap1-Vldlr,STomics,Liver,Down,-1.113002883,0.002863097
2534,Clstn2-Nrxn2,STomics,Liver,Up,4.674163293,0.002863097
2535,F9-Lrp1,STomics,Liver,Down,-0.657871612,0.003244202
2536,Rspo1-Znrf3,STomics,Liver,Up,4.274505896,0.003512171
2537,Hbegf-Cd9,STomics,Liver,Up,4.281835768,0.003861699
2538,Sema3b-Nrp2,STomics,Liver,Up,4.448627014,0.003868766
2539,Gas6-Mertk,STomics,Liver,Down,-0.762077935,0.003868766
2540,Slit3-Robo2,STomics,Liver,Up,5.708893495,0.003901265
2541,Nrg1-Erbb3,STomics,Liver,Up,0.984543466,0.003936519
2542,Tnc-Egfr,STomics,Liver,Up,2.218749581,0.003950669
2543,Gdf2-Acvr2b,STomics,Liver,Down,-1.139593919,0.004452216
2544,Col18a1-Itgb5,STomics,Liver,Down,-0.58491435,0.004610226
2545,Col4a3-Cd47,STomics,Liver,Up,2.798433802,0.004973974
2546,Efna1-Epha5,STomics,Liver,Up,2.606897377,0.00524586
2547,Mfng-Notch1,STomics,Liver,Up,5.354436267,0.005347556
2548,Hsp90aa1-Lrp1,STomics,Liver,Down,-0.621224289,0.005590165
2549,Tenm2-Adgrl2,STomics,Liver,Up,2.513413178,0.005629515
2550,Lama1-Itga1,STomics,Liver,Down,-0.814395855,0.005646858
2551,S100a1-Ryr1,STomics,Liver,Up,2.253824269,0.00565018
2552,Clstn3-Nrxn3,STomics,Liver,Up,4.908043643,0.005775527
2553,Trf-Tfr2,STomics,Liver,Down,-0.461942917,0.005791958
2554,Ccn1-Itgb2,STomics,Liver,Up,4.314415492,0.005963171
2555,Lefty1-Acvr2a,STomics,Liver,Up,4.35212077,0.006079827
2556,Hmgb1-Itgam,STomics,Liver,Up,2.13815763,0.006079827
2557,Postn-Egfr,STomics,Liver,Up,1.280420823,0.006368826
2558,Ptprs-Ntrk3,STomics,Liver,Up,4.637427067,0.006412893
2559,Ntrk3-Ptprs,STomics,Liver,Up,4.637427067,0.006412893
2560,Fgg-Itga2b,STomics,Liver,Up,0.677647136,0.006444376
2561,Col4a3-Sdc4,STomics,Liver,Up,2.812755172,0.006532562
2562,Adam10-Erbb2,STomics,Liver,Up,2.176561368,0.006532562
2563,Jam3-Itgal,STomics,Liver,Up,5.446631215,0.006549497
2564,Il1rapl1-Ptprd,STomics,Liver,Up,1.135543182,0.006579694
2565,Ptprd-Il1rapl1,STomics,Liver,Up,1.135543182,0.006579694
2566,Selplg-Vsir,STomics,Liver,Up,4.358203062,0.006611403
2567,C1qb-Lrp1,STomics,Liver,Down,-0.532900826,0.006672908
2568,Col1a1-Ddr2,STomics,Liver,Up,4.542181763,0.007315774
2569,Tgfa-Egfr,STomics,Liver,Up,1.050590284,0.007812174
2570,Vcl-Alk,STomics,Liver,Up,2.249316062,0.00788639
2571,Thy1-Adgre5,STomics,Liver,Up,2.143088592,0.008335938
2572,Apoc3-Ldlr,STomics,Liver,Down,-0.428478244,0.008341908
2573,Lama3-Sdc2,STomics,Liver,Up,1.070716107,0.008510092
2574,Egf-Egfr,STomics,Liver,Up,2.089151528,0.00931306
2575,S100a4-Egfr,STomics,Liver,Up,1.023378751,0.010609284
2576,Cxcl12-Cxcr3,STomics,Liver,Up,2.21508306,0.010609284
2577,Hp-Cd163,STomics,Liver,Up,0.894682752,0.010675094
2578,Inhbb-Acvr1,STomics,Liver,Up,4.417375029,0.010938667
2579,Col1a1-Cd36,STomics,Liver,Down,-1.102838605,0.011032691
2580,Col4a3-Itgb1,STomics,Liver,Up,2.287443175,0.011375326
2581,Sema3a-Plxna2,STomics,Liver,Up,2.075117783,0.011517836
2582,Sema4d-Plxna2,STomics,Liver,Up,2.355728691,0.011517836
2583,Cxcl10-Sdc4,STomics,Liver,Up,0.954889082,0.011602507
2584,App-Gpc1,STomics,Liver,Up,1.002975769,0.011665013
2585,Col4a3-Itgav,STomics,Liver,Up,2.667536512,0.012759097
2586,Fgf13-Fgfr2,STomics,Liver,Up,2.27811166,0.013446895
2587,Il1b-Il1rap,STomics,Liver,Up,1.909984312,0.015078055
2588,Hbegf-Cd44,STomics,Liver,Up,1.992404023,0.015614261
2589,Ptma-Vipr1,STomics,Liver,Up,0.477386325,0.016192363
2590,Ntrk3-Ptprd,STomics,Liver,Up,1.735794701,0.016256715
2591,Gnai2-Oprm1,STomics,Liver,Up,2.20567597,0.016890152
2592,Wnt5a-Ror1,STomics,Liver,Up,1.857737049,0.017024558
2593,Col4a2-Adgrg6,STomics,Liver,Up,2.013554028,0.017375837
2594,Cd6-Alcam,STomics,Liver,Up,2.394184743,0.017614083
2595,Alcam-Cd6,STomics,Liver,Up,2.394184743,0.017614083
2596,Fga-Itga2b,STomics,Liver,Up,0.575597389,0.018224891
2597,Afdn-Nrxn3,STomics,Liver,Up,1.010213318,0.018224891
2598,Hsd17b12-Ar,STomics,Liver,Down,-0.533942174,0.018224891
2599,Ntrk3-Ptprf,STomics,Liver,Up,1.716771759,0.018224891
2600,Hgf-Nrp2,STomics,Liver,Down,-0.914214194,0.018244345
2601,Angptl8-Gpihbp1,STomics,Liver,Down,-0.651395414,0.018697523
2602,Spp1-Cd44,STomics,Liver,Up,0.720967866,0.019691436
2603,Wnt5a-Notch1,STomics,Liver,Up,1.942932169,0.020325126
2604,Calm2-Grm7,STomics,Liver,Up,1.0261097,0.020705084
2605,Dll1-Notch1,STomics,Liver,Up,1.926914926,0.020974493
2606,Vegfa-Gpc1,STomics,Liver,Up,0.778356563,0.021958958
2607,Nrg1-Erbb4,STomics,Liver,Up,0.982062641,0.021958958
2608,App-Dcc,STomics,Liver,Up,2.088163846,0.022766466
2609,Tenm4-Adgrl2,STomics,Liver,Up,1.579623325,0.023151133
2610,Cdh1-Itgae,STomics,Liver,Up,1.959054948,0.023151133
2611,Col4a5-Cd44,STomics,Liver,Up,1.799583688,0.023785449
2612,Lrfn5-Ptprd,STomics,Liver,Up,6.794409659,0.024518249
2613,Hgf-Sdc1,STomics,Liver,Down,-0.56633758,0.024518249
2614,Lrfn5-Ptprf,STomics,Liver,Up,6.442727796,0.024518249
2615,Cxcl12-Oprd1,STomics,Liver,Up,6.198886117,0.024518249
2616,Lipc-Ldlr,STomics,Liver,Down,-0.465766985,0.024518249
2617,Col4a5-Itgb1,STomics,Liver,Up,1.498140314,0.024518249
2618,Dnajb11-Prtg,STomics,Liver,Up,6.395661494,0.024518249
2619,Spp1-Itgb3,STomics,Liver,Up,0.823887549,0.024634228
2620,Cdh1-Igf1r,STomics,Liver,Up,1.06172727,0.024690214
2621,Fgg-Tlr4,STomics,Liver,Up,0.640157956,0.024690214
2622,Pdgfd-Pdgfra,STomics,Liver,Up,1.741681876,0.025525649
2623,Ptges3-Ptger3,STomics,Liver,Up,1.807214396,0.025525649
2624,Col18a1-Itgb1,STomics,Liver,Down,-0.53569651,0.025525649
2625,Comp-Sdc1,STomics,Liver,Up,6.380167848,0.02555746
2626,Apoe-Scarb1,STomics,Liver,Down,-0.533749115,0.026349711
2627,Ddc-Htr2c,STomics,Liver,Up,6.028471538,0.026349711
2628,Plau-Lrp1,STomics,Liver,Up,6.064927407,0.026349711
2629,Rarres2-Gpr1,STomics,Liver,Up,6.861680943,0.026349711
2630,Col9a3-Sdc4,STomics,Liver,Up,7.057107115,0.026349711
2631,Efnb1-Erbb2,STomics,Liver,Up,1.799895395,0.026349711
2632,Lrrc4b-Ptprd,STomics,Liver,Up,6.113250262,0.026349711
2633,C3-Cr2,STomics,Liver,Up,11.14134324,0.026349711
2634,Comp-Sdc4,STomics,Liver,Up,7.173902068,0.026349711
2635,Cadm1-Cadm1,STomics,Liver,Down,-0.513767213,0.026349711
2636,Pcsk9-Vldlr,STomics,Liver,Down,-0.885066773,0.026349711
2637,Dcn-Egfr,STomics,Liver,Up,0.622945019,0.026784225
2638,Hras-Grin2d,STomics,Liver,Up,2.357450931,0.026784225
2639,Apoe-Ldlr,STomics,Liver,Down,-0.420886637,0.026905599
2640,Psen1-Ephb2,STomics,Liver,Up,1.739564101,0.026905599
2641,Gdf2-Alk,STomics,Liver,Up,2.031422041,0.026959615
2642,Lrrc4b-Ptprf,STomics,Liver,Up,5.889551351,0.026959615
2643,Col4a3-Sdc1,STomics,Liver,Up,2.52628788,0.026959615
2644,Alcam-Chl1,STomics,Liver,Up,5.787768899,0.027177344
2645,C1qa-Cspg4,STomics,Liver,Up,5.693825634,0.02729151
2646,Hbegf-Egfr,STomics,Liver,Up,1.607924889,0.02772754
2647,Col1a1-Sdc1,STomics,Liver,Down,-0.701166602,0.02796514
2648,Mst1-Mst1r,STomics,Liver,Up,5.695273418,0.02796514
2649,Rbp4-Stra6,STomics,Liver,Up,9.883627441,0.02796514
2650,Fzd8-Ckap4,STomics,Liver,Up,1.788418582,0.02796514
2651,Fgf10-Fgfr2,STomics,Liver,Up,5.688337301,0.02796514
2652,Hsp90b1-Tlr4,STomics,Liver,Up,0.633115856,0.0291386
2653,Efnb2-Pecam1,STomics,Liver,Up,1.68910535,0.029250389
2654,Gnb1-Kcnj6,STomics,Liver,Up,2.058253577,0.029250389
2655,Efna5-Epha6,STomics,Liver,Up,5.610285838,0.029250389
2656,Bgn-Fgfr3,STomics,Liver,Down,-0.612793447,0.029250389
2657,Pgf-Egfr,STomics,Liver,Up,5.757632324,0.029250389
2658,Col2a1-Sdc1,STomics,Liver,Up,6.306675904,0.029250389
2659,Spp1-Itgav,STomics,Liver,Up,0.563504829,0.029368533
2660,Lgals9-Ighm,STomics,Liver,Up,2.060150171,0.030108771
2661,Hrg-Erbb2,STomics,Liver,Up,0.844733739,0.030108771
2662,Ccn2-Egfr,STomics,Liver,Up,1.639191478,0.030108771
2663,Gnas-Tshr,STomics,Liver,Up,5.641656367,0.030157234
2664,Col9a3-Sdc1,STomics,Liver,Up,6.277404846,0.030157234
2665,C3-Cd19,STomics,Liver,Up,2.908470096,0.030157234
2666,Cxcl12-Cmklr1,STomics,Liver,Up,0.62664762,0.03024482
2667,Wnt3-Egfr,STomics,Liver,Up,1.904075695,0.030360215
2668,Hpx-Lrp1,STomics,Liver,Down,-0.458273754,0.030576757
2669,Fgf2-Notch1,STomics,Liver,Up,1.792079958,0.030924028
2670,Gnai2-Tshr,STomics,Liver,Up,5.604913556,0.031194954
2671,Col2a1-Sdc4,STomics,Liver,Up,7.206233518,0.031194954
2672,Calr-Tshr,STomics,Liver,Up,9.127031182,0.031194954
2673,Cyp17a1-Ar,STomics,Liver,Down,-0.944537927,0.031404554
2674,Sult2a3-Ppard,STomics,Liver,Down,-1.127976523,0.031855314
2675,Fn1-Itga2,STomics,Liver,Up,7.735530286,0.031855314
2676,Ddc-Drd3,STomics,Liver,Up,5.340066219,0.031855314
2677,Epha4-Efnb1,STomics,Liver,Up,5.204944428,0.031855314
2678,Efnb1-Epha4,STomics,Liver,Up,5.204944428,0.031855314
2679,Fn1-Tshr,STomics,Liver,Up,8.813028132,0.031855314
2680,Wnt5a-Ryk,STomics,Liver,Up,1.658835903,0.031855314
2681,Hmgb1-Sdc1,STomics,Liver,Down,-0.474559248,0.031855314
2682,Lipc-Scarb1,STomics,Liver,Down,-0.631024097,0.032003599
2683,Vcan-Egfr,STomics,Liver,Up,5.307370507,0.032003599
2684,Sema4g-Plxnb2,STomics,Liver,Down,-0.447571371,0.032003599
2685,Col4a3-Cd44,STomics,Liver,Up,2.173198849,0.032904141
2686,Vcan-Itgb1,STomics,Liver,Up,5.324466024,0.032978949
2687,Adam15-Itga5,STomics,Liver,Up,1.820608046,0.032978949
2688,Agt-Agtr1b,STomics,Liver,Up,8.257503457,0.032978949
2689,C4b-Cr2,STomics,Liver,Up,9.32615691,0.033243055
2690,Vtn-Itgb5,STomics,Liver,Down,-0.402925412,0.033243055
2691,Bmp6-Acvr1,STomics,Liver,Up,1.231137884,0.033834729
2692,Fgf1-Cspg4,STomics,Liver,Up,5.070840088,0.033991988
