"","LR pairs","organ","gender","regulate","logFC","FDR"
"317","TENM4-ADGRL2","Kidney","Male","Down",1.55804142557456,2.15996590756952e-05
"318","LAMB2-SV2C","Kidney","Male","Up",-5.49238092827242,2.46715221467406e-05
"319","MDK-TSPAN1","Kidney","Male","Down",0.902150546681106,2.5839421310426e-05
"320","DCN-ERBB4","Kidney","Male","Up",-0.540492909058431,2.90893864426883e-05
"321","TGFB3-ACVRL1","Kidney","Male","Up",-0.989391385700674,2.9140780924227e-05
"322","GJA1-GJA5","Kidney","Male","Up",-0.609049856809781,3.08931724669861e-05
"323","NECTIN3-PVR","Kidney","Male","Down",1.15278238637622,3.22278198075962e-05
"324","PVR-NECTIN3","Kidney","Male","Down",1.15278238637622,3.22278198075962e-05
"325","ALCAM-CD6","Kidney","Male","Down",2.28975733697586,3.26479683022285e-05
"326","CD6-ALCAM","Kidney","Male","Down",2.28975733697586,3.26479683022285e-05
"327","VEGFC-KDR","Kidney","Male","Up",-1.12383084234738,3.56172680504899e-05
"328","NTN4-DCC","Kidney","Male","Up",-5.53619475570691,3.93980392822548e-05
"329","PTGES-PTGER1","Kidney","Male","Down",1.00739078510155,4.25252692396956e-05
"330","SOSTDC1-LRP6","Kidney","Male","Up",-1.51002940740992,4.4804724017205e-05
"331","PLAU-ITGB2","Kidney","Male","Down",0.647747779742608,5.07348741363434e-05
"332","CDH1-CDH1","Kidney","Male","Up",-0.529443526391244,5.23920334367171e-05
"333","JAM3-ITGAL","Kidney","Male","Down",1.44558127673534,5.42457870085455e-05
"334","NPNT-ITGA8","Kidney","Male","Up",-0.643923017048871,5.91479850234405e-05
"335","CXCL10-TLR4","Kidney","Male","Down",1.54819417660896,6.05936683476781e-05
"336","FGA-ITGB2","Kidney","Male","Up",-1.01565010408566,6.6311016226451e-05
"337","TGFB3-ENG","Kidney","Male","Up",-0.598603304444628,7.5375747411351e-05
"338","FGF9-FGFR1","Kidney","Male","Up",-0.825428516015607,8.30443628887701e-05
"339","CSF1-CSF1R","Kidney","Male","Up",-0.929915710088229,8.40010509032648e-05
"340","IL27-IL6ST","Kidney","Male","Up",-5.34557820222389,8.46956260727309e-05
"341","FN1-ITGB8","Kidney","Male","Down",0.488138426093997,8.46956260727309e-05
"342","TLN1-ITGAL","Kidney","Male","Down",0.738305094810183,9.5681525141359e-05
"343","IGF1-INSR","Kidney","Male","Up",-1.65327761044671,9.83368814471472e-05
"344","THBS3-CD47","Kidney","Male","Down",0.717136826062035,0.000101347051272312
"345","SEMA3F-NRP2","Kidney","Male","Down",0.739599675164891,0.000103390405577855
"346","ADM-CALCRL","Kidney","Male","Up",-0.689792789934702,0.000106493164361015
"347","WNT2-LRP5","Kidney","Male","Up",-5.5126899044929,0.000119429711848047
"348","ADAM12-SDC4","Kidney","Male","Down",0.8742264177269,0.000133739436949312
"349","APOE-LRP8","Kidney","Male","Down",0.791991310468209,0.000144145165027003
"350","CFH-ITGAM","Kidney","Male","Up",-1.07128954208763,0.000150998638331993
"351","NECTIN1-NECTIN3","Kidney","Male","Down",1.60355866726229,0.000164522626884002
"352","NECTIN3-NECTIN1","Kidney","Male","Down",1.60355866726229,0.000164522626884002
"353","LAMB1-DAG1","Kidney","Male","Up",-0.445480109701392,0.000167089374275474
"354","FGF11-FGFR2","Kidney","Male","Up",-2.18793451868054,0.000202677923966707
"355","EFEMP1-EGFR","Kidney","Male","Down",0.496055238489774,0.000208718998480531
"356","LGALS3-LAG3","Kidney","Male","Up",-1.71224213982363,0.000228839926043864
"357","ANGPT2-ITGB1","Kidney","Male","Down",0.742537359200145,0.000233248487837159
"358","ADAM15-ITGB3","Kidney","Male","Down",1.61706577404524,0.000255878925559442
"359","MDK-NCL","Kidney","Male","Down",0.587093484767427,0.000255878925559442
"360","SHH-SMO","Kidney","Male","Down",1.59486732193542,0.000257574439692711
"361","HSP90B1-TLR2","Kidney","Male","Up",-0.503443756755344,0.000274430940385874
"362","CCL5-SDC1","Kidney","Male","Up",-2.11839431286532,0.000288865959145675
"363","PCSK9-SORT1","Kidney","Male","Up",-5.16402696949956,0.000312343066983752
"364","APP-DCC","Kidney","Male","Up",-7.26483391508077,0.000330311834480757
"365","SELPLG-VSIR","Kidney","Male","Up",-0.993885475655021,0.000334934143337323
"366","FN1-ITGA9","Kidney","Male","Up",-0.679939755303765,0.000334934143337323
"367","PCSK9-APLP2","Kidney","Male","Up",-7.23756624344657,0.000374718983478937
"368","LGALS3-MAG","Kidney","Male","Up",-1.59722432359395,0.000389665994797504
"369","TBXAS1-TBXA2R","Kidney","Male","Up",-0.848229551449864,0.000408421423491854
"370","C3-C3AR1","Kidney","Male","Down",0.582990190671848,0.000465985536923892
"371","COL6A1-SDC4","Kidney","Male","Up",-0.371058447796266,0.000492023696307475
"372","INHBA-TGFBR1","Kidney","Male","Down",1.21828323798546,0.000524452638543635
"373","IL11-IL6ST","Kidney","Male","Down",1.58544738060896,0.00059655060867268
"374","PTN-SDC3","Kidney","Male","Down",0.874028644681127,0.000605695052277037
"375","SERPING1-SELP","Kidney","Male","Up",-0.6321513223341,0.000638693049049552
"376","MMRN2-CD248","Kidney","Male","Up",-0.662815822072499,0.000688542114111815
"377","S100A1-RYR2","Kidney","Male","Up",-4.8958841872423,0.000709499443898279
"378","TNC-TLR4","Kidney","Male","Up",-0.616084135614211,0.000796953768251361
"379","CADM1-CADM1","Kidney","Male","Down",0.587710123115256,0.000810259949500391
"380","ANGPTL3-ITGA5","Kidney","Male","Down",0.720913521767818,0.000848455033959523
"381","VASP-ITGA4","Kidney","Male","Down",0.791180792828471,0.000858485134962164
"382","ICAM1-ITGAX","Kidney","Male","Down",1.08623464520358,0.000935262329583957
"383","SEMA4G-PLXNB2","Kidney","Male","Up",-0.533325656541681,0.000955557272886668
"384","VEGFB-FLT1","Kidney","Male","Up",-0.431955096599268,0.00101676124172438
"385","FN1-ITGB3","Kidney","Male","Down",1.15394394901344,0.00102861865972056
"386","LAMA5-SV2B","Kidney","Male","Down",1.13198331487565,0.00103992248807578
"387","VCAM1-ITGB2","Kidney","Male","Down",0.419120664640482,0.00105831338235888
"388","HSP90B1-LRP6","Kidney","Male","Down",0.373812936782156,0.00106559409685848
"389","CALCA-RAMP1","Kidney","Male","Up",-2.1414517087081,0.00111109451187541
"390","THBS4-CD47","Kidney","Male","Down",1.42722995566742,0.00129771115798139
"391","GNAS-ADRB2","Kidney","Male","Down",0.767953218544394,0.00139338474922841
"392","BMP7-ACVR2B","Kidney","Male","Up",-1.46573213286684,0.00139377371894123
"393","C4B-CD46","Kidney","Male","Up",-1.06220733748725,0.00141578103891318
"394","LMAN1-MCFD2","Kidney","Male","Up",-0.437973275541343,0.00183093387261401
"395","BGN-P2RX4","Kidney","Male","Down",0.400783520969241,0.00200717936995055
"396","WNT2-FZD7","Kidney","Male","Up",-4.65236401902935,0.00202936531534072
"397","LAMA3-ITGB4","Kidney","Male","Down",1.24308598380146,0.00218755978741334
"398","PTN-PTPRB","Kidney","Male","Up",-0.569913108594339,0.00233207185810171
"399","PSEN1-ERBB4","Kidney","Male","Up",-0.525352824159487,0.00243235600141517
"400","IL1B-IL1R1","Kidney","Male","Up",-1.64663793647384,0.00245845546306319
"401","LAMC2-SV2A","Kidney","Male","Down",2.53046038704657,0.00253243044705271
"402","HMGB1-THBD","Kidney","Male","Up",-0.419978152995159,0.0025510253505982
"403","BMP7-ACVR1","Kidney","Male","Up",-0.870851942124003,0.00282019278967378
"404","FBN1-ITGB3","Kidney","Male","Down",1.49007109046209,0.00291291511431321
"405","DLL1-NOTCH2","Kidney","Male","Up",-0.671146597591802,0.00319526726957457
"406","FBN1-ITGA5","Kidney","Male","Down",0.636984555839102,0.00349382931744178
"407","BMP7-BMPR1A","Kidney","Male","Up",-0.778961493477639,0.00362930098160903
"408","SHH-GAS1","Kidney","Male","Down",1.44090083574046,0.00442808074365658
"409","JAM3-ITGB2","Kidney","Male","Up",-0.565817063128284,0.00453811135810757
"410","APOC1-VLDLR","Kidney","Male","Up",-1.03155631365158,0.00457727870842968
"411","ADAM17-APLP2","Kidney","Male","Up",-0.380082490118726,0.0049193736995832
"412","NECTIN1-NECTIN1","Kidney","Male","Down",0.956598036471822,0.0049193736995832
"413","PSEN1-EPHB2","Kidney","Male","Down",0.70107862107089,0.00494729477107297
"414","BSG-SPN","Kidney","Male","Up",-0.548094356152631,0.00504647138414275
"415","LAMA1-ITGA7","Kidney","Male","Up",-0.94484781703841,0.00509284218676282
"416","LIPC-LRP1","Kidney","Male","Down",0.856743180257149,0.00569757416850404
"417","LAMC1-SV2B","Kidney","Male","Down",1.372921518271,0.00592948919991788
"418","SEMA4A-PLXND1","Kidney","Male","Up",-0.650458378260547,0.00615676093272697
"419","SHH-LRP2","Kidney","Male","Down",0.635506492107704,0.00639679495695739
"420","FN1-ITGB7","Kidney","Male","Up",-0.639513756255595,0.00668053211169681
"421","VWF-ITGB3","Kidney","Male","Down",1.39640696874777,0.00686360130937916
"422","C3-ITGAX","Kidney","Male","Down",0.727134307002083,0.00706731234451028
"423","TNFSF12-EGFR","Kidney","Male","Up",-0.513218155821054,0.00753655970851882
"424","BMP7-ACVR2A","Kidney","Male","Up",-0.826120750458363,0.00757239768844706
"425","CD14-CD55","Kidney","Male","Up",-0.418107855537158,0.0076359550119383
"426","TGFB2-TGFBR2","Kidney","Male","Up",-0.903008278688376,0.00777749852881526
"427","ICAM1-SPN","Kidney","Male","Down",0.800970737391083,0.00851705633169859
"428","SLPI-PLSCR1","Kidney","Male","Down",0.395592128299155,0.00860379169571806
"429","ANGPT1-ITGB1","Kidney","Male","Up",-0.486630589097881,0.00860508717073304
"430","APP-LRP4","Kidney","Male","Down",0.491554147877099,0.00868054719987477
"431","BMP8B-BMPR2","Kidney","Male","Down",0.949485090475995,0.00878654034631791
"432","MCAM-MCAM","Kidney","Male","Up",-0.373016201886215,0.00887352858018325
"433","LAMA5-DAG1","Kidney","Male","Up",-0.350569776868283,0.00944396150988764
"434","FN1-CD79A","Kidney","Male","Up",-2.02844262412688,0.00996928237024341
"435","COL3A1-MAG","Kidney","Male","Down",1.42718839651862,0.0102238164170888
"436","CD55-ADGRE5","Kidney","Male","Up",-0.489627079449013,0.0105171728071417
"437","ADGRE5-CD55","Kidney","Male","Up",-0.489627079449013,0.0105171728071417
"438","SPON1-LRP8","Kidney","Male","Down",1.13587838095853,0.0105447625839375
"439","VCAM1-ITGB7","Kidney","Male","Down",0.545623711320763,0.0106277935824769
"440","HBEGF-EGFR","Kidney","Male","Up",-0.55596555392112,0.0113027436027752
"441","SEMA4A-PLXNB1","Kidney","Male","Up",-0.486239588805078,0.0116197513963348
"442","SOST-LRP6","Kidney","Male","Down",0.652686978822018,0.0120596187779759
"443","BMP6-BMPR2","Kidney","Male","Up",-0.638878244548342,0.0121692173449776
"444","BMP4-BMPR1A","Kidney","Male","Down",0.734935165128731,0.012573882675593
"445","CD14-LY96","Kidney","Male","Up",-0.590454609347575,0.0129218272081638
"446","COL4A2-SDC4","Kidney","Male","Down",0.322357230718843,0.0134608846527199
"447","LGALS1-PTPRC","Kidney","Male","Down",0.376937965684657,0.0142708465325389
"448","TNC-ITGA7","Kidney","Male","Up",-0.526419078854144,0.0143543897964276
"449","ADAM17-ERBB4","Kidney","Male","Up",-0.61017898348999,0.0148594774665111
"450","ADAM10-NOTCH3","Kidney","Male","Down",0.362344175229651,0.0157795076290504
"451","CCL5-CCRL2","Kidney","Male","Up",-2.54065918744751,0.0158275808853588
"452","EFNB2-PECAM1","Kidney","Male","Up",-0.365771400513893,0.0160830969968078
"453","SHH-BOC","Kidney","Male","Down",1.77672336927231,0.0162376935133999
"454","THBS1-ITGA4","Kidney","Male","Down",0.409446101015725,0.0164037191901633
"455","SEMA6A-PLXNA2","Kidney","Male","Up",-0.950126274520498,0.016517129260659
"456","LAMB3-SV2A","Kidney","Male","Down",1.62597175725475,0.0177278635030059
"457","INHBA-ACVR1","Kidney","Male","Down",1.37860348094911,0.0186533018041791
"458","ADAM17-TNFRSF1A","Kidney","Male","Down",0.387659558137187,0.0188412947635937
"459","MMRN2-CLEC14A","Kidney","Male","Up",-0.458488512567452,0.0193280522418674
"460","HMGB1-LY96","Kidney","Male","Up",-0.495577982878696,0.0210158925893626
"461","CXCL12-AVPR1A","Kidney","Male","Down",0.491123231265542,0.0211160313876145
"462","CNTN2-NRP1","Kidney","Male","Down",1.40482384769233,0.0219763284675825
"463","TNC-SDC4","Kidney","Male","Down",0.333512105846274,0.0237641214405971
"464","ANGPTL4-SDC1","Kidney","Male","Up",-0.486147708038126,0.024018402884896
"465","PTPRK-PTPRK","Kidney","Male","Down",0.52522166045444,0.0247017968876549
"466","NRG2-ERBB3","Kidney","Male","Up",-1.03991541985893,0.0248006722974893
"467","ICAM2-ITGAM","Kidney","Male","Up",-0.674678862787167,0.025203457737844
"468","MMRN2-CD93","Kidney","Male","Up",-0.394230729812289,0.0252978984049823
"469","SLIT2-ROBO2","Kidney","Male","Up",-1.22306364940893,0.026552902124975
"470","YBX1-NOTCH1","Kidney","Male","Up",-0.394307973756157,0.0273317000410146
"471","FYN-THY1","Kidney","Male","Up",-0.415501905579272,0.0279463862439985
"472","ADAM10-TSPAN15","Kidney","Male","Up",-0.457286855235209,0.0282546961225494
"473","MFGE8-ITGB3","Kidney","Male","Down",0.669358220851548,0.0287811709033313
"474","LTC4S-CYSLTR1","Kidney","Male","Up",-2.08820647011733,0.0288906363317599
"475","CX3CL1-ITGA4","Kidney","Male","Down",0.515088252907141,0.0290805751033096
"476","EDN1-EDNRA","Kidney","Male","Down",0.910891285124067,0.029166438642676
"477","THBS4-SDC4","Kidney","Male","Down",0.515690004199801,0.0298975771788674
"478","NRXN2-ADGRL1","Kidney","Male","Up",-0.558472830233624,0.0305443734832892
"479","BGN-TLR2","Kidney","Male","Up",-0.410449313042936,0.0308627703205126
"480","TNC-ITGA9","Kidney","Male","Up",-0.565287940588457,0.0315864317917375
"481","MPZL1-MPZL1","Kidney","Male","Down",0.397650319681395,0.032210620324645
"482","NGF-NTRK3","Kidney","Male","Up",-1.08275300008635,0.0325953225436285
"483","S100A1-RYR1","Kidney","Male","Up",-1.59025745363228,0.0335819993182206
"484","SEMA4A-PLXNB2","Kidney","Male","Up",-0.400927669983743,0.0351014937429366
"485","COL4A6-CD93","Kidney","Male","Down",0.465191073643883,0.0353294145070791
"486","COL4A3-CD47","Kidney","Male","Down",0.362788046782638,0.0379761005113743
"487","TFPI-VLDLR","Kidney","Male","Down",0.406053213059444,0.0396958006487734
"488","LAMB2-SV2B","Kidney","Male","Down",0.612835721080231,0.040066502791503
"489","GNAI2-CCR5","Kidney","Male","Down",0.592906845825206,0.041417240356747
"490","CDH1-IGF1R","Kidney","Male","Up",-0.361195652313263,0.0438659468371817
"491","VEGFA-ITGB3","Kidney","Male","Down",0.491029436308697,0.0439526020098216
"492","SEMA4D-CD72","Kidney","Male","Down",1.1006146972522,0.0459284557086521
"493","WNT9B-SFRP1","Kidney","Male","Down",0.440321699859168,0.0461245573703794
"494","CLSTN3-NRXN3","Kidney","Male","Down",0.640481015922438,0.0464039935877928
"495","TENM1-ADGRL1","Kidney","Male","Up",-0.878071603797743,0.0490483485988731
"496","HRAS-TLR2","Kidney","Male","Up",-0.528468107109272,0.049896792454772
"497","PLG-LRP2","Kidney","Female","Down",3.27344308923596,1.45485942984037e-33
"498","LTB-TNFRSF1A","Kidney","Female","Up",-4.28463665452492,1.45485942984037e-33
"499","SPP1-CD44","Kidney","Female","Up",-1.93938453365422,1.46711524885191e-32
"500","TIMP3-KDR","Kidney","Female","Down",2.1704025332206,2.29005587245322e-31
"501","LAMC2-ITGA3","Kidney","Female","Up",-4.08169276753506,2.46648567688588e-31
"502","COL6A1-SDC1","Kidney","Female","Down",2.32648326975826,2.46648567688588e-31
"503","COMP-SDC1","Kidney","Female","Down",5.66422401421134,3.33909455943684e-31
"504","ALB-LRP2","Kidney","Female","Down",2.69717070860486,1.53214651895384e-30
"505","LTB-LTBR","Kidney","Female","Up",-4.37565237933603,1.70804996970269e-29
"506","FN1-SDC1","Kidney","Female","Down",1.8618763513259,1.48688724862294e-28
"507","APOE-SDC1","Kidney","Female","Down",1.43991788386736,1.48688724862294e-28
"508","COL1A2-ITGA2","Kidney","Female","Up",-2.31163580849388,9.25744280769077e-28
"509","ANXA2-CD44","Kidney","Female","Up",-1.8193852062247,1.2917457125074e-27
"510","COL1A2-CD44","Kidney","Female","Up",-2.59122998684413,1.32907639922846e-27
"511","LAMC2-ITGB1","Kidney","Female","Up",-3.45485822860188,2.74433288293478e-27
"512","COL3A1-ADGRG1","Kidney","Female","Up",-1.53121558561723,1.50007974400092e-26
"513","TNC-ITGB6","Kidney","Female","Up",-3.16965575883349,1.8172237181941e-26
"514","PLTP-ABCA1","Kidney","Female","Down",3.88260544699586,5.07604181897144e-26
"515","TNXB-SDC1","Kidney","Female","Down",1.97152508230231,5.95257092996984e-26
"516","LPL-LRP2","Kidney","Female","Down",3.25466131226539,6.26452045374336e-26
"517","COL6A2-SDC1","Kidney","Female","Down",1.58016854717391,9.92217253602917e-26
"518","POSTN-ITGB1","Kidney","Female","Up",-1.55361258186374,1.77045722126229e-25
"519","LAMC2-CD44","Kidney","Female","Up",-5.11648406522957,2.46217263361973e-25
"520","TNC-SDC1","Kidney","Female","Down",1.862734649521,7.30288368113474e-25
"521","COL6A3-SDC4","Kidney","Female","Up",-2.36707848275599,2.52428343570956e-24
"522","THBS3-SDC1","Kidney","Female","Down",2.22314917209564,2.99678280754674e-24
"523","COL4A1-CD44","Kidney","Female","Up",-1.94178465660403,2.99678280754674e-24
"524","COL4A2-CD44","Kidney","Female","Up",-1.81323532598453,3.19175375709387e-24
"525","COL1A1-CD44","Kidney","Female","Up",-2.79655369196738,6.24676095221289e-24
"526","COL1A1-ITGA2","Kidney","Female","Up",-2.44731543068075,8.37781315201977e-24
"527","HGF-ITGB1","Kidney","Female","Up",-1.89318090605811,1.01609368529262e-23
"528","LAMC2-DAG1","Kidney","Female","Up",-2.89107308940492,1.14513893823417e-23
"529","EGF-ERBB2","Kidney","Female","Down",2.26220688386289,1.53686205423294e-23
"530","ICAM1-MUC1","Kidney","Female","Up",-1.27688042969973,1.9934470598258e-23
"531","VEGFA-PTPRB","Kidney","Female","Down",1.56356366970783,3.30671993366949e-23
"532","HGF-MET","Kidney","Female","Up",-3.00389458982293,3.56992607987362e-23
"533","GNAS-PTH1R","Kidney","Female","Down",0.960710924360603,6.1130236676346e-23
"534","LTB-CD40","Kidney","Female","Up",-5.13568846685689,6.5515370546042e-23
"535","SERPINE2-PLAUR","Kidney","Female","Up",-4.75339984853239,9.71081401453873e-23
"536","LGALS9-P4HB","Kidney","Female","Up",-1.79970257231081,1.78648791175028e-22
"537","CCN2-ITGAM","Kidney","Female","Down",1.71447130678564,2.80833601604259e-22
"538","BGN-CD44","Kidney","Female","Up",-1.64119812303947,2.8201107667669e-22
"539","C1QB-LRP1","Kidney","Female","Down",1.78104530746519,2.90363211022441e-22
"540","VIM-CD44","Kidney","Female","Up",-1.45612455100378,3.60603161774955e-22
"541","LAMC2-ITGA6","Kidney","Female","Up",-3.06736533252733,4.18738025286228e-22
"542","HGF-ST14","Kidney","Female","Up",-2.33037780072301,4.54645457916437e-22
"543","SERPINE2-LRP1","Kidney","Female","Up",-2.50029942157754,5.64208915326766e-22
"544","MIF-CD44","Kidney","Female","Up",-1.11315315180725,1.03880838710582e-21
"545","COL6A2-CD44","Kidney","Female","Up",-1.73914483648649,2.04516707511063e-21
"546","BSG-ITGB2","Kidney","Female","Down",1.1987768532573,2.7566735242106e-21
"547","COL6A3-CD44","Kidney","Female","Up",-3.7109201773097,3.29304512657961e-21
"548","POSTN-EGFR","Kidney","Female","Up",-1.83498339207434,4.63126553024935e-21
"549","COL1A2-ITGB1","Kidney","Female","Up",-1.07997408285271,5.26461003356335e-21
"550","VCAM1-ITGB1","Kidney","Female","Up",-1.02590251513345,5.9821311790068e-21
"551","COL3A1-DDR1","Kidney","Female","Up",-1.33007172575561,6.32386398813598e-21
"552","GNAS-GCGR","Kidney","Female","Down",1.15324149554052,2.00416492916655e-20
"553","LAMB2-CD44","Kidney","Female","Up",-1.31440632195615,2.06324874764659e-20
"554","HGF-PLXNB1","Kidney","Female","Up",-1.76153075247028,2.16647735814013e-20
"555","HGF-SDC2","Kidney","Female","Up",-1.79653953523238,3.3962239761588e-20
"556","PLAT-LRP1","Kidney","Female","Down",1.28430626922291,5.8096370457643e-20
"557","APOM-LRP2","Kidney","Female","Down",1.49051274447763,5.9492350462572e-20
"558","THBS2-ITGB1","Kidney","Female","Up",-1.58574143038967,9.71095671222643e-20
"559","BSG-SLC16A7","Kidney","Female","Down",1.21671279138961,1.13369678709433e-19
"560","COL1A1-DDR1","Kidney","Female","Up",-1.39007507202348,1.1433187653498e-19
"561","THBS2-CD47","Kidney","Female","Up",-2.36405015881437,1.20690310962483e-19
"562","CYP27B1-VDR","Kidney","Female","Down",4.6153561823833,1.23464762567683e-19
"563","BSG-SLC16A1","Kidney","Female","Down",1.30247355841937,2.14734209167446e-19
"564","HSP90AA1-EGFR","Kidney","Female","Up",-0.904373882376425,2.17476200901331e-19
"565","GNAS-VIPR1","Kidney","Female","Down",1.67017807257858,2.7955835681807e-19
"566","CALR-ITGA3","Kidney","Female","Up",-0.836925104334854,3.03173621282737e-19
"567","LGALS9-CD44","Kidney","Female","Up",-3.34952680034658,3.04412019889158e-19
"568","APOE-SORL1","Kidney","Female","Down",0.857120701391834,6.72529491797923e-19
"569","GAS6-MERTK","Kidney","Female","Down",1.74182811011593,7.23318956454425e-19
"570","APP-SORCS1","Kidney","Female","Down",4.55725256863087,8.98455884002142e-19
"571","FGF2-SDC1","Kidney","Female","Down",1.411769342166,9.46277466783752e-19
"572","LAMC1-CD44","Kidney","Female","Up",-1.78777376466884,1.04650013120198e-18
"573","THBS2-NOTCH3","Kidney","Female","Up",-1.66415818795756,1.10515715233706e-18
"574","TIMP1-ITGB1","Kidney","Female","Up",-0.854391639127783,1.14367139377759e-18
"575","ANGPTL4-SDC2","Kidney","Female","Up",-1.9436293360303,1.28151146171844e-18
"576","VEGFA-KDR","Kidney","Female","Down",1.17409090965438,1.48208799282001e-18
"577","COL3A1-ITGB1","Kidney","Female","Up",-1.05735267934495,1.63445915658789e-18
"578","EGF-NRP1","Kidney","Female","Down",1.51588539721635,2.24768017260243e-18
"579","EGF-ERBB4","Kidney","Female","Down",2.71480460067115,2.36021318091532e-18
"580","COL4A6-SDC1","Kidney","Female","Down",1.47837811558611,2.37568135784293e-18
"581","CCL2-CCR2","Kidney","Female","Up",-3.38061119916052,2.59405930152267e-18
"582","LAMA5-CD44","Kidney","Female","Up",-1.32731459026711,4.37217002238967e-18
"583","COL4A1-ITGB8","Kidney","Female","Up",-1.07047986800181,4.99240441250764e-18
"584","HSP90AA1-CFTR","Kidney","Female","Up",-1.78779941205404,6.19107629014047e-18
"585","EGF-ERBB3","Kidney","Female","Down",2.29320800601059,9.05921086840463e-18
"586","COL1A2-CD93","Kidney","Female","Up",-1.08627892851295,1.19296099158385e-17
"587","PLAU-PLAUR","Kidney","Female","Up",-2.68658970773418,1.19573942379972e-17
"588","COL4A4-CD44","Kidney","Female","Up",-1.68129521062797,1.32571615534592e-17
"589","CALM1-SELL","Kidney","Female","Down",2.14831215507846,1.34232448249442e-17
"590","LAMC2-ITGB4","Kidney","Female","Up",-4.00513561781678,1.36270854520917e-17
"591","LAMB3-DAG1","Kidney","Female","Up",-1.87171982924473,1.56780667015274e-17
"592","S100A10-TRPV6","Kidney","Female","Up",-1.33585329959391,1.66476179581666e-17
"593","LAMB1-CD44","Kidney","Female","Up",-1.41403106674531,2.20326296886948e-17
"594","TCN2-LRP2","Kidney","Female","Down",0.947217827860365,2.41503701762785e-17
"595","PLAT-ITGAM","Kidney","Female","Down",1.78774798688006,2.69289805885714e-17
"596","FN1-CD44","Kidney","Female","Up",-1.26407257736106,3.51990985624126e-17
"597","LRPAP1-SORT1","Kidney","Female","Down",0.909086347892903,4.52381666569671e-17
"598","CXCL12-DPP4","Kidney","Female","Up",-1.25700512939911,6.73432554801529e-17
"599","TNC-PTPRB","Kidney","Female","Down",1.40970348805343,7.61631414443713e-17
"600","FGF2-CD44","Kidney","Female","Up",-2.38195892470822,8.55297707314104e-17
"601","LRPAP1-LDLR","Kidney","Female","Down",1.08535667421865,8.70420500437343e-17
"602","COL1A2-SDC1","Kidney","Female","Down",0.819918492707954,1.30650225022738e-16
"603","S100A10-TRPV5","Kidney","Female","Up",-2.80797926720665,1.59483626660097e-16
"604","SEMA6D-KDR","Kidney","Female","Down",2.28900945483182,1.60248851508761e-16
"605","CALM1-KCNQ1","Kidney","Female","Down",0.894122787927508,1.79027000486661e-16
"606","FGF2-ITGAV","Kidney","Female","Up",-1.20786338227719,1.95454787690671e-16
"607","EGF-EGFR","Kidney","Female","Down",2.10984481822537,2.02704104621658e-16
"608","COL1A2-ITGB3","Kidney","Female","Up",-3.01849827364436,2.31267111430305e-16
"609","SEMA4D-MET","Kidney","Female","Up",-1.3954207072423,2.64349724468746e-16
"610","C1QA-CD93","Kidney","Female","Down",0.888324084237419,4.62447659665177e-16
"611","CCL5-SDC1","Kidney","Female","Down",2.108878269265,9.19827700570046e-16
"612","LAMA4-CD44","Kidney","Female","Up",-3.39715458542617,1.06822457576117e-15
"613","TIMP1-CD63","Kidney","Female","Up",-0.664953663336132,1.29598950982588e-15
"614","IGFBP3-TMEM219","Kidney","Female","Down",0.921913382603815,2.06388203384534e-15
"615","CLU-LRP8","Kidney","Female","Up",-1.35525150320864,2.57059959778917e-15
"616","SPP1-ITGB1","Kidney","Female","Up",-0.639755806419705,3.05923353454126e-15
"617","COL1A1-ITGA5","Kidney","Female","Up",-1.4397302906222,3.21681835193684e-15
"618","FN1-ITGA3","Kidney","Female","Up",-0.766335863430783,3.63820441825259e-15
"619","ANGPTL4-CDH11","Kidney","Female","Up",-2.36528099015246,4.16612355673245e-15
"620","LAMC3-CD44","Kidney","Female","Up",-1.87450231151025,5.27646850246739e-15
"621","PTN-SDC1","Kidney","Female","Down",1.17619150315987,6.92453880129221e-15
"622","BSG-CD44","Kidney","Female","Up",-0.821378198747003,8.66491951158903e-15
"623","C1QA-CSPG4","Kidney","Female","Down",0.933764864261103,9.55770775149817e-15
"624","SEMA4B-DCBLD2","Kidney","Female","Up",-1.36321314981182,1.15150739001805e-14
"625","TIMP2-ITGA3","Kidney","Female","Up",-0.689688407193221,1.26357777865421e-14
"626","ANGPTL4-CDH5","Kidney","Female","Up",-1.88556263404499,1.30278579193455e-14
"627","FN1-ITGA2","Kidney","Female","Up",-1.02505934489006,1.4550425205495e-14
"628","C1QB-CD33","Kidney","Female","Down",2.50215013570455,2.0412647889581e-14
"629","MIF-ACKR3","Kidney","Female","Down",0.899429416900587,2.35988502844972e-14
"630","COL3A1-DDR2","Kidney","Female","Up",-1.50319176231609,3.62304612559883e-14
"631","VCAM1-ITGA4","Kidney","Female","Up",-1.37557124808704,5.4400627090868e-14
"632","EGF-CAV1","Kidney","Female","Down",2.34243766840862,5.79393672137641e-14
"633","PTN-NRP1","Kidney","Female","Up",-1.26752358449038,6.80218054027826e-14
"634","COL1A1-CD93","Kidney","Female","Up",-1.11137567120435,8.73611094656452e-14
"635","CALR-ITGAV","Kidney","Female","Up",-0.63410799649533,8.98308648572152e-14
"636","CFH-SELL","Kidney","Female","Down",3.05150713796124,1.01394499331165e-13
"637","F13A1-ITGB1","Kidney","Female","Down",0.937306798878934,1.10311790557125e-13
"638","LGALS9-HAVCR2","Kidney","Female","Up",-2.63281938566102,1.40426976415122e-13
