"","Ligand.gene.symbol","Receptor.gene.symbol"
"2565","Icam5","Itgal"
"2566","Icam5","Itgb2"
"2567","Icoslg","Cd28"
"2568","Icoslg","Ctla4"
"2569","Icos","Icoslg"
"2570","Icoslg","Icos"
"2571","Ifna1","Ifnar1"
"2572","Ifna1","Ifnar2"
"2573","Ifna10","Ifnar1"
"2574","Ifna10","Ifnar2"
"2575","Ifna13","Ifnar1"
"2576","Ifna13","Ifnar2"
"2577","Ifna14","Ifnar1"
"2578","Ifna14","Ifnar2"
"2579","Ifna16","Ifnar1"
"2580","Ifna16","Ifnar2"
"2581","Ifna17","Ifnar1"
"2582","Ifna17","Ifnar2"
"2583","Ifna2","Ifnar1"
"2584","Ifna2","Ifnar2"
"2585","Ifna21","Ifnar1"
"2586","Ifna21","Ifnar2"
"2587","Ifna4","Ifnar1"
"2588","Ifna4","Ifnar2"
"2589","Ifna5","Ifnar1"
"2590","Ifna5","Ifnar2"
"2591","Ifna6","Ifnar1"
"2592","Ifna6","Ifnar2"
"2593","Ifna7","Ifnar1"
"2594","Ifna7","Ifnar2"
"2595","Ifna8","Ifnar1"
"2596","Ifna8","Ifnar2"
"2597","Ifnb1","Ifnar1"
"2598","Ifnb1","Ifnar2"
"2599","Ifne","Ifnar1"
"2600","Ifne","Ifnar2"
"2601","Ifng","Ifngr1"
"2602","Ifng","Ifngr2"
"2603","Ifnk","Ifnar1"
"2604","Ifnk","Ifnar2"
"2605","Ifnl1","Ifnlr1"
"2606","Ifnl1","Il10rb"
"2607","Ifnl2","Ifnlr1"
"2608","Ifnl2","Il10rb"
"2609","Ifnl3","Ifnlr1"
"2610","Ifnl3","Il10rb"
"2611","Ifnl4","Ifnlr1"
"2612","Ifnl4","Il10rb"
"2613","Ifnw1","Ifnar1"
"2614","Ifnw1","Ifnar2"
"2615","Igf2","Insr"
"2616","Igfbp4","Fzd8"
"2617","Igfbp4","Lrp6"
"2618","Igfl1","Igflr1"
"2619","Igfl2","Igflr1"
"2620","Igsf11","Vsir"
"2621","Ihh","Boc"
"2622","Ihh","Cdon"
"2623","Il10","Il10ra"
"2624","Il10","Il10rb"
"2625","Il11","Il11ra"
"2626","Il11","Il6st"
"2627","Il12a","Il12rb1"
"2628","Il12a","Il12rb2"
"2629","Il12b","Il12rb1"
"2630","Il12b","Il12rb2"
"2631","Il12b","Il23r"
"2632","Il13","Il2rg"
"2633","Il13","Il4r"
"2634","Il15","Il15ra"
"2635","Il15","Il2ra"
"2636","Il15","Il2rb"
"2637","Il15","Il2rg"
"2638","Il16","Grin2d"
"2639","Il16","Kcnj10"
"2640","Il16","Kcnj15"
"2641","Il17a","Il17ra"
"2642","Il17a","Il17rc"
"2643","Il17c","Il17ra"
"2644","Il17c","Il17re"
"2645","Il17f","Il17ra"
"2646","Il18","Il18r1"
"2647","Il18","Il18rap"
"2648","Il18","Il1rapl1"
"2649","Il19","Il20ra"
"2650","Il19","Il20rb"
"2651","Il1a","Il1r1"
"2652","Il1a","Il1r2"
"2653","Il1a","Il1rap"
"2654","Il1b","Il1r1"
"2655","Il1b","Il1r2"
"2656","Il1b","Il1rap"
"2657","Il1f10","Il1r1"
"2658","Il1rapl1","Ptprd"
"2659","Il1rapl1","Ptprf"
"2660","Il1rapl1","Ptprs"
"2661","Il1rn","Il1r1"
"2662","Il1rn","Il1r2"
"2663","Il2","Cd53"
"2664","Il2","Il2ra"
"2665","Il2","Il2rb"
"2666","Il2","Il2rg"
"2667","Il20","Il20ra"
"2668","Il20","Il20rb"
"2669","Il20","Il22ra1"
"2670","Il21","Il21r"
"2671","Il21","Il2rg"
"2672","Il22","Il10ra"
"2673","Il22","Il10rb"
"2674","Il22","Il22ra1"
"2675","Il22","Il22ra2"
"2676","Il23a","Il12rb1"
"2677","Il23a","Il23r"
"2678","Il24","Il20ra"
"2679","Il24","Il20rb"
"2680","Il24","Il22ra1"
"2681","Il25","Il17rb"
"2682","Il26","Il20ra"
"2683","Il26","Il20rb"
"2684","Il27","Il27ra"
"2685","Il3","Csf2rb"
"2686","Il3","Il3ra"
"2687","Il31","Il31ra"
"2688","Il31","Osmr"
"2689","Il32","Itgb3"
"2690","Il33","Il1rl1"
"2691","Il34","Ptprz1"
"2692","Il36a","Il1rl2"
"2693","Il36rn","Il1rl2"
"2694","Il4","Cd53"
"2695","Il4","Il13ra1"
"2696","Il4","Il13ra2"
"2697","Il4","Il2rg"
"2698","Il5","Csf2rb"
"2699","Il5","Il5ra"
"2700","Il6","Il6r"
"2701","Il6","Il6st"
"2702","Il7","Il2rg"
"2703","Il7","Il7r"
"2704","Il9","Il2rg"
"2705","Il9","Il9r"
"2706","Inha","Acvr2a"
"2707","Inha","Tgfbr3"
"2708","Inhba","Acvr1"
"2709","Inhba","Acvr1b"
"2710","Inhba","Acvr1c"
"2711","Inhba","Acvr2a"
"2712","Inhba","Acvr2b"
"2713","Inhba","Bambi"
"2714","Inhba","Eng"
"2715","Inhba","Tgfbr3"
"2716","Inhbb","Acvr1"
"2717","Inhbb","Acvr1b"
"2718","Inhbb","Acvr1c"
"2719","Inhbb","Acvr2a"
"2720","Inhbb","Acvr2b"
"2721","Inhbb","Cfc1"
"2722","Inhbb","Cfc1b"
"2723","Ins","Igf1r"
"2724","Ins","Insr"
"2725","Ins","Lrp2"
"2726","Itgav","Thy1"
"2727","Itgb2","Thy1"
"2728","Jaml","Cxadr"
"2729","Kir3ds1","Hla-F"
"2730","Kiss1","Mmp24"
"2731","Kitlg","Kit"
"2732","Klrb1","Clec2d"
"2733","Klrf1","Clec2b"
"2734","Kmt2e","Ncr2"
"2735","Kng1","Gp1ba"
"2736","Kng1","Gpr135"
"2737","Kng1","Itgb2"
"2738","Kng1","Plaur"
"2739","Kng1","Rxfp4"
"2740","L1cam","Alcam"
"2741","L1cam","Cd9"
"2742","L1cam","Cntn1"
"2743","L1cam","Egfr"
"2744","L1cam","Ephb2"
"2745","L1cam","Erbb2"
"2746","L1cam","Erbb3"
"2747","L1cam","Itga5"
"2748","L1cam","Itgav"
"2749","L1cam","Ptprz1"
"2750","Lacrt","Sdc1"
"2751","Lama1","Itga1"
"2752","Lama1","Itga2"
"2753","Lama1","Itga7"
"2754","Lama1","Itgb1"
"2755","Lama1","Itgb8"
"2756","Lama1","Rpsa"
"2757","Lama2","Itga7"
"2758","Lama2","Itgb1"
"2759","Lama2","Rpsa"
"2760","Lama3","Sdc2"
"2761","Lama5","Bcam"
"2762","Lamb1","Itga6"
"2763","Lamb1","Itgb1"
"2764","Lamb2","Rpsa"
"2765","Lamc2","Itga3"
"2766","Lamc2","Itga6"
"2767","Lamc2","Itgb1"
"2768","Lamc2","Itgb4"
"2769","Lcn1","Lmbr1l"
"2770","Lcn2","Lrp2"
"2771","Leap2","Ghsr"
"2772","Lefty2","Acvr2b"
"2773","Lgals1","Cd69"
"2774","Lgals1","Itgb1"
"2775","Lgals1","Ptprc"
"2776","Lgals3","Lag3"
"2777","Lgals3bp","Itgb1"
"2778","Lgi1","Adam11"
"2779","Lgi1","Adam22"
"2780","Lgi1","Adam23"
"2781","Lgi1","Rtn4r"
"2782","Lgi2","Adam11"
"2783","Lgi2","Adam22"
"2784","Lgi2","Adam23"
"2785","Lgi3","Adam22"
"2786","Lgi3","Adam23"
"2787","Lgi3","Flot1"
"2788","Lgi3","Stx1a"
"2789","Lgi4","Adam11"
"2790","Lgi4","Adam22"
"2791","Lgi4","Adam23"
"2792","Lif","Il6st"
"2793","Lif","Lifr"
"2794","Lilrb4","Lair1"
"2795","Lin7c","Htr2c"
"2796","Lipc","Lrp1"
"2797","Liph","Lpar1"
"2798","Liph","Lpar2"
"2799","Liph","Lpar4"
"2800","Lpa","Lrp2"
"2801","Lpl","Gpihbp1"
"2802","Lpl","Lrp1"
"2803","Lpl","Lrp2"
"2804","Lpl","Sdc1"
"2805","Lpl","Vldlr"
"2806","Lrfn3","Lrfn3"
"2807","Lrfn5","Lrfn5"
"2808","Lrpap1","Ldlr"
"2809","Lrpap1","Lrp1"
"2810","Lrpap1","Lrp2"
"2811","Lrpap1","Lrp8"
"2812","Lrpap1","Sorl1"
"2813","Lrpap1","Vldlr"
"2814","Lta","Ltbr"
"2815","Ltb","Cd40"
"2816","Ltb","Tnfrsf1a"
"2817","Ltbp1","Itgb5"
"2818","Ltbp3","Itgb5"
"2819","Ltf","Lrp1"
"2820","Ltf","Lrp11"
"2821","Ly86","Cd180"
"2822","Ly9","Ly9"
"2823","Madcam1","Cd44"
"2824","Madcam1","Itga4"
"2825","Madcam1","Itgb7"
"2826","Matn1","Itga1"
"2827","Matn1","Itgb1"
"2828","Mbl2","Cd93"
"2829","Mcam","Mcam"
"2830","Mdk","Itga4"
"2831","Mdk","Itga6"
"2832","Mdk","Itgb1"
"2833","Mdk","Notch2"
"2834","Mdk","Sdc3"
"2835","Mdk","Tspan1"
"2836","Meltf","Plg"
"2837","Mepe","Phex"
"2838","Mfge8","Itgav"
"2839","Mfge8","Itgb3"
"2840","Mfge8","Pdgfrb"
"2841","Mfng","Notch1"
"2842","Mfng","Notch2"
"2843","Mia","Cdh7"
"2844","Mica","Klrk1"
"2845","Micb","Klrk1"
"2846","Mif","Cd74"
"2847","Mif","Cxcr2"
"2848","Mif","Cxcr4"
"2849","Mln","Mlnr"
"2850","Mmp1","Itga2"
"2851","Mmp12","Plaur"
"2852","Mmp13","Lrp1"
"2853","Mmp2","Sdc2"
"2854","Mmp7","Cd151"
"2855","Mmp7","Cd44"
"2856","Mmp7","Erbb4"
"2857","Mmp9","Cd44"
"2858","Mmp9","Ephb2"
"2859","Mmp9","Lrp1"
"2860","Mmrn2","Cd248"
"2861","Mmrn2","Cd93"
"2862","Mmrn2","Clec14a"
"2863","Mrc1","Ptprc"
"2864","Msmp","Ccr2"
"2865","Mstn","Acvr2b"
"2866","Muc1","Siglec9"
"2867","Muc2","Agr2"
"2868","Muc7","Sell"
"2869","Myl9","Cd69"
"2870","Myoc","Fzd1"
"2871","Myoc","Fzd10"
"2872","Myoc","Fzd3"
"2873","Myoc","Fzd4"
"2874","Myoc","Fzd7"
"2875","Ncam1","Gfra1"
"2876","Ncam1","Ptprz1"
"2877","Ncam1","Robo1"
"2878","Ncam1","Robo3"
"2879","Ncr3lg1","Ncr3"
"2880","Ndp","Fzd4"
"2881","Ndp","Lgr4"
"2882","Nectin1","Nectin1"
"2883","Nectin2","Cd96"
"2884","Nectin2","Nectin2"
"2885","Nectin2","Pvrig"
"2886","Nectin3","Cadm1"
"2887","Nectin3","Cadm3"
"2888","Nectin3","Nectin3"
"2889","Nectin4","Nectin4"
"2890","Nectin4","Tigit"
"2891","Ngf","Sorcs3"
"2892","Nid1","Col13a1"
"2893","Nid1","Itgav"
"2894","Nid1","Itgb3"
"2895","Nid1","Ptprf"
"2896","Nid2","Col13a1"
"2897","Nlgn4x","Nrxn1"
"2898","Nmb","Brs3"
"2899","Nodal","Acvr1b"
"2900","Nodal","Acvr1c"
"2901","Nodal","Acvr2a"
"2902","Nodal","Acvr2b"
"2903","Nodal","Cfc1"
"2904","Nodal","Tdgf1"
"2905","Npb","Npbwr2"
"2906","Npnt","Itga8"
"2907","Npnt","Itgb1"
"2908","Nppa","Npr2"
"2909","Nppa","Npr3"
"2910","Nppb","Npr2"
"2911","Nppb","Npr3"
"2912","Nppc","Npr3"
"2913","Npw","Npbwr2"
"2914","Npy","Fap"
"2915","Npy","Npffr2"
"2916","Nrg1","Erbb2"
"2917","Nrtn","Gfra1"
"2918","Nrtn","Ret"
"2919","Ntf4","Bex3"
"2920","Ntf4","Ngfr"
"2921","Ntf4","Ntrk1"
"2922","Ntf4","Ntrk2"
"2923","Ntn1","Adora2b"
"2924","Ntn1","Mcam"
"2925","Ntn1","Neo1"
"2926","Ntn1","Unc5d"
"2927","Ntn3","Cdon"
"2928","Ntn3","Neo1"
"2929","Ntn4","Dcc"
"2930","Ntn4","Unc5a"
"2931","Ntng1","Lrrc4c"
"2932","Ntng2","Lrrc4"
"2933","Ntrk3","Ptprd"
"2934","Ntrk3","Ptprf"
"2935","Ntrk3","Ptprs"
"2936","Nxph1","Nrxn1"
"2937","Nxph1","Nrxn2"
"2938","Nxph1","Nrxn3"
"2939","Nxph2","Nrxn1"
"2940","Nxph3","Nrxn1"
"2941","Nxph3","Nrxn2"
"2942","Nxph3","Nrxn3"
"2943","Omg","Lingo1"
"2944","Omg","Rtn4r"
"2945","Omg","Rtn4rl1"
"2946","Omg","Tnfrsf1b"
"2947","Orm1","Ccr5"
"2948","Osm","Il6st"
"2949","Osm","Lifr"
"2950","Osm","Osmr"
"2951","Pcna","Ncr2"
"2952","Pcsk9","Vldlr"
"2953","Pdcd1lg2","Rgmb"
"2954","Pdgfb","Art1"
"2955","Pdgfb","Lrp1"
"2956","Pdgfc","Pdgfrb"
"2957","Pdpn","Clec1b"
"2958","Penk","Mrgprx1"
"2959","Penk","Ogfr"
"2960","Pf4","Fgfr2"
"2961","Pf4","Ldlr"
"2962","Pf4","Procr"
"2963","Pf4","Sdc2"
"2964","Pf4","Thbd"
"2965","Pf4v1","Cxcr3"
"2966","Pglyrp1","Trem1"
"2967","Pip","Cd4"
"2968","Pla2g10","Pla2r1"
"2969","Pla2g2A","Itga4"
"2970","Pla2g2A","Itga5"
"2971","Pla2g2A","Itgav"
"2972","Pla2g2A","Itgb1"
"2973","Pla2g2A","Itgb3"
"2974","Plat","Lrp1"
"2975","Plau","Igf2r"
"2976","Plau","Lrp1"
"2977","Plau","Lrp2"
"2978","Plau","St14"
"2979","Plg","F2r"
"2980","Plg","F2rl1"
"2981","Plg","F3"
"2982","Plg","Itga9"
"2983","Plg","Itgb1"
"2984","Plg","Plgrkt"
"2985","Pltp","Abca1"
"2986","Pmch","Mchr2"
"2987","Postn","Ptk7"
"2988","Prg4","Tlr2"
"2989","Prg4","Tlr4"
"2990","Prnd","Rpsa"
"2991","Proc","Tek"
"2992","Proc","Thbd"
"2993","Pros1","Mertk"
"2994","Psap","Cd1b"
"2995","Psap","Lrp1"
"2996","Psen1","Ncstn"
"2997","Psen1","Notch1"
"2998","Psen1","Notch2"
"2999","Psen1","Notch3"
"3000","Psen1","Notch4"
"3001","Pspn","Gfra1"
"3002","Pspn","Ret"
"3003","Ptdss1","Jmjd6"
"3004","Ptdss1","Scarb1"
"3005","Ptgs2","Cav1"
"3006","Ptgs2","Ptgdr2"
"3007","Ptma","Vipr1"
"3008","Ptn","Plxnb2"
"3009","Ptn","Ptprb"
"3010","Ptn","Ptprs"
"3011","Ptprk","Ptprk"
"3012","Ptprz1","L1cam"
"3013","Ptprz1","Ncam1"
"3014","Pvr","Nectin3"
"3015","Pvr","Pvrig"
"3016","Pyy","Fap"
"3017","Qrfp","P2ry14"
"3018","Raet1e","Klrk1"
"3019","Raet1g","Klrk1"
"3020","Raet1l","Klrk1"
"3021","Rbp3","Notch1"
"3022","Reln","Itga3"
"3023","Reln","Itgb1"
"3024","Ren","Atp6ap2"
"3025","Rgma","Neo1"
"3026","Rgmb","Neo1"
"3027","Rln2","Rxfp1"
"3028","Rln2","Rxfp2"
"3029","Rln2","Rxfp3"
"3030","Rnase2","Tlr2"
"3031","Robo1","Robo1"
"3032","Robo2","Robo2"
"3033","Rph3a","Nrxn1"
"3034","Rps19","C5ar1"
"3035","Rspo1","Lrp6"
"3036","Rspo1","Znrf3"
"3037","Rspo2","Rnf43"
"3038","Rspo2","Znrf3"
"3039","Rspo3","Fzd8"
"3040","Rspo3","Lrp6"
"3041","Rspo3","Sdc4"
"3042","Rtn4","Cntnap1"
"3043","Rtn4","Lingo1"
"3044","Rtn4","Rtn4r"
"3045","Rtn4","Rtn4rl1"
"3046","Rtn4","S1pr2"
"3047","Rtn4","Tnfrsf19"
"3048","S100a8","Tlr4"
"3049","S100a9","Tlr4"
"3050","Saa1","Cd36"
"3051","Saa1","Fpr2"
"3052","Scgb1a1","Lrp2"
"3053","Scgb3a1","Marco"
"3054","Sdc2","Ptprj"
"3055","Sectm1","Cd7"
"3056","Selplg","Siglec5"
"3057","Sema3a","Nrp2"
"3058","Sema3a","Plxna1"
"3059","Sema3a","Plxna2"
"3060","Sema3a","Plxna4"
"3061","Sema3b","Nrp1"
"3062","Sema3b","Nrp2"
"3063","Sema3c","Nrp1"
"3064","Sema3d","Nrp1"
"3065","Sema3f","Nrp1"
"3066","Sema3f","Plxna3"
"3067","Sema3g","Nrp2"
"3068","Sema4a","Lilrb2"
"3069","Sema4b","Dcbld2"
"3070","Sema4d","Erbb2"
"3071","Sema4d","Met"
"3072","Sema5a","Met"
"3073","Sema6d","Kdr"
"3074","Sema6d","Trem2"
"3075","Sema6d","Tyrobp"
"3076","Sema7a","Itga1"
"3077","Sema7a","Itgb1"
"3078","Serpina1","Lrp1"
"3079","Serpinc1","Lrp1"
"3080","Serpinc1","Sdc2"
"3081","Serpine1","Lrp1"
"3082","Serpine1","Lrp2"
"3083","Serpine2","Lrp1"
"3084","Serpinf1","Plxdc1"
"3085","Serpinf1","Plxdc2"
"3086","Serping1","Lrp1"
"3087","Serping1","Sele"
"3088","Serping1","Selp"
"3089","Sertad1","Ar"
"3090","Sfrp1","Fzd2"
"3091","Sfrp1","Fzd6"
"3092","Sfrp2","Fzd5"
"3093","Sftpa1","Tlr2"
"3094","Sftpa2","Cd93"
"3095","Sftpd","Lair1"
"3096","Sftpd","Sirpa"
"3097","Shank1","Adgrl1"
"3098","Shank1","Sstr2"
"3099","Shh","Boc"
"3100","Shh","Cdon"
"3101","Shh","Gas1"
"3102","Shh","Gpc5"
"3103","Shh","Lrp2"
"3104","Shh","Smo"
"3105","Sirpa","Cd47"
"3106","Sirpb2","Cd47"
"3107","Sirpg","Cd47"
"3108","Slamf1","Slamf1"
"3109","Slamf6","Slamf6"
"3110","Slamf7","Slamf7"
"3111","Slit1","Gpc1"
"3112","Slit1","Robo2"
"3113","Slit1","Sdc1"
"3114","Slit2","App"
"3115","Slit2","Gpc1"
"3116","Slit2","Robo4"
"3117","Slit2","Sdc1"
"3118","Slit3","Robo1"
"3119","Slit3","Robo2"
"3120","Slit3","Robo4"
"3121","Slitrk3","Ptprs"
"3122","Slitrk5","Ptprd"
"3123","Slpi","Plscr1"
"3124","Slpi","Plscr4"
"3125","Snca","Lag3"
"3126","Sost","Lrp4"
"3127","Sost","Lrp5"
"3128","Sost","Lrp6"
"3129","Sostdc1","Lrp4"
"3130","Spink1","Egfr"
"3131","Spn","Siglec1"
"3132","Spon1","App"
"3133","Spon1","Lrp8"
"3134","Spon2","Itga4"
"3135","Spon2","Itga5"
"3136","Spon2","Itgam"
"3137","Spon2","Itgb1"
"3138","Spon2","Itgb2"
"3139","Spp1","Itga4"
"3140","Spp1","Itga9"
"3141","Spp1","Itgav"
"3142","Spp1","Itgb1"
"3143","Spp1","Itgb3"
"3144","Spp1","Itgb5"
"3145","Spx","Galr2"
"3146","Spx","Galr3"
"3147","St6gal1","Cd22"
"3148","Tac3","Tacr1"
"3149","Tac3","Tacr2"
"3150","Tac3","Tacr3"
"3151","Tac4","Tacr2"
"3152","Tac4","Tacr3"
"3153","Tcn1","Cd320"
"3154","Tctn1","Tmem67"
"3155","Tdgf1","Acvr1b"
"3156","Tdgf1","Acvr2a"
"3157","Tf","Tfr2"
"3158","Tf","Tfrc"
"3159","Tff2","Cxcr4"
"3160","Tff3","Ackr3"
"3161","Tff3","Cxcr4"
"3162","Tfpi","Lrp1"
"3163","Tfpi","Vldlr"
"3164","Tg","Asgr1"
"3165","Tg","Lrp2"
"3166","Tgfa","Erbb2"
"3167","Tgfa","Erbb4"
"3168","Tgfb1","Acvrl1"
"3169","Tgfb1","Eng"
"3170","Tgfb1","Itgav"
"3171","Tgfb1","Itgb6"
"3172","Tgfb1","Itgb8"
"3173","Tgfb1","Sdc2"
"3174","Tgfb1","Tgfbr1"
"3175","Tgfb1","Tgfbr2"
"3176","Tgfb1","Vasn"
"3177","Tgfb2","Acvr1"
"3178","Tgfb2","Eng"
"3179","Tgfb2","Tgfbr1"
"3180","Tgfb2","Tgfbr2"
"3181","Tgfb3","Acvrl1"
"3182","Tgfb3","Eng"
"3183","Tgfb3","Tgfbr1"
"3184","Tgfb3","Tgfbr2"
"3185","Tgm2","Itgb1"
"3186","Tgm2","Itgb3"
"3187","Tgm2","Sdc4"
"3188","Thbs1","Itga2b"
"3189","Thbs1","Itga3"
"3190","Thbs1","Itga4"
"3191","Thbs1","Itga6"
"3192","Thbs1","Itgb1"
"3193","Thbs1","Itgb3"
"3194","Thbs1","Lrp1"
"3195","Thbs1","Ptprj"
"3196","Thbs1","Tnfrsf11b"
"3197","Thbs2","Itga4"
"3198","Thbs2","Itga6"
"3199","Thbs2","Itgb1"
"3200","Thbs2","Notch3"
"3201","Timd4","Havcr1"
"3202","Timp1","Cd63"
"3203","Timp2","Itga3"
"3204","Timp2","Itgb1"
"3205","Timp3","Agtr2"
"3206","Timp3","Kdr"
"3207","Tnc","Cntn1"
"3208","Tnc","Egfr"
"3209","Tnc","Itga7"
"3210","Tnc","Itgav"
"3211","Tnc","Itgb1"
"3212","Tnc","Itgb3"
"3213","Tnc","Ptprb"
"3214","Tnc","Ptprz1"
"3215","Tnf","Tnfrsf21"
"3216","Tnfrsf14","Btla"
"3217","Tnfrsf14","Cd160"
"3218","Tnfsf10","Tnfrsf10a"
"3219","Tnfsf10","Tnfrsf10c"
"3220","Tnfsf10","Tnfrsf10d"
"3221","Tnfsf12","Cd163"
"3222","Tnfsf13","Fas"
"3223","Tnfsf13","Sdc2"
"3224","Tnfsf13","Tnfrsf11b"
"3225","Tnfsf13","Tnfrsf14"
"3226","Tnfsf13","Tnfrsf1a"
"3227","Tnfsf14","Tnfrsf6b"
"3228","Tnfsf15","Tnfrsf6b"
"3229","Tor2a","Atp5f1B"
"3230","Tslp","Crlf2"
"3231","Tslp","Il7r"
"3232","Ucn2","Il10rb"
"3233","Ucn3","Il10rb"
"3234","Ulbp2","Klrk1"
"3235","Ulbp3","Klrk1"
"3236","Vasp","Cxcr2"
"3237","Vcam1","Itga4"
"3238","Vcam1","Itga9"
"3239","Vcam1","Itgad"
"3240","Vcam1","Itgb1"
"3241","Vcam1","Itgb2"
"3242","Vcam1","Itgb7"
"3243","Vcan","Cd44"
"3244","Vcan","Egfr"
"3245","Vcan","Itgb1"
"3246","Vcan","Selp"
"3247","Vcan","Tlr2"
"3248","Vegfa","Gpc1"
"3249","Vegfc","Nrp2"
"3250","Vegfc","Vipr2"
"3251","Vegfd","Itga9"
"3252","Vegfd","Nrp2"
"3253","Vim","Cd44"
"3254","Vtn","Itga5"
"3255","Vtn","Itga8"
"3256","Vtn","Itgav"
"3257","Vtn","Itgb3"
"3258","Vtn","Itgb6"
"3259","Vtn","Itgb8"
"3260","Vtn","Plaur"
"3261","Vtn","Pvr"
"3262","Vtn","Tnfrsf11b"
"3263","Vwf","Gp1ba"
"3264","Vwf","Itga2b"
"3265","Vwf","Tnfrsf11b"
"3266","Wnt1","Fzd1"
"3267","Wnt1","Fzd10"
"3268","Wnt1","Fzd2"
"3269","Wnt1","Fzd3"
"3270","Wnt1","Fzd4"
"3271","Wnt1","Fzd8"
"3272","Wnt1","Fzd9"
"3273","Wnt1","Lrp6"
"3274","Wnt1","Ror2"
"3275","Wnt1","Ryk"
"3276","Wnt10a","Fzd1"
"3277","Wnt10a","Fzd5"
"3278","Wnt10a","Fzd8"
"3279","Wnt10b","Fzd7"
"3280","Wnt16","Fzd2"
"3281","Wnt16","Lrp5"
"3282","Wnt2","Fzd1"
"3283","Wnt2","Fzd2"
"3284","Wnt2","Fzd3"
"3285","Wnt2","Fzd4"
"3286","Wnt2","Fzd5"
"3287","Wnt2","Fzd7"
"3288","Wnt2","Fzd8"
"3289","Wnt2","Fzd9"
"3290","Wnt2b","Fzd4"
"3291","Wnt2b","Fzd7"
"3292","Wnt3","Fzd1"
"3293","Wnt3","Fzd7"
"3294","Wnt3","Fzd8"
"3295","Wnt3","Lrp6"
"3296","Wnt3","Ryk"
"3297","Wnt3a","Apcdd1"
"3298","Wnt3a","Fzd1"
"3299","Wnt3a","Fzd10"
"3300","Wnt3a","Fzd2"
"3301","Wnt3a","Fzd5"
"3302","Wnt3a","Fzd6"
"3303","Wnt3a","Fzd7"
"3304","Wnt3a","Fzd8"
"3305","Wnt3a","Lrp1"
"3306","Wnt3a","Lrp6"
"3307","Wnt3a","Ryk"
"3308","Wnt4","Fzd2"
"3309","Wnt4","Fzd6"
"3310","Wnt5a","Lrp5"
"3311","Wnt5a","Ryk"
"3312","Wnt6","Fzd7"
"3313","Wnt7a","Fzd1"
"3314","Wnt7a","Fzd10"
"3315","Wnt7a","Fzd5"
"3316","Wnt7a","Fzd9"
"3317","Wnt7b","Fzd1"
"3318","Wnt7b","Fzd10"
"3319","Wnt7b","Fzd4"
"3320","Wnt7b","Fzd5"
"3321","Wnt7b","Fzd8"
"3322","Wnt7b","Lrp5"
"3323","Wnt8a","Fzd4"
"3324","Wnt8a","Fzd5"
"3325","Wnt8a","Fzd8"
"3326","Wnt9a","Fzd10"
"3327","Wnt9a","Fzd4"
"3328","Wnt9b","Fzd10"
"3329","Wnt9b","Fzd4"
"3330","Wnt9b","Fzd5"
"3331","Wnt9b","Fzd8"
"3332","Xcl2","Xcr1"
"3333","Ybx1","Notch1"
"3334","Zg16b","Cxcr4"
"3335","Zg16b","Tlr2"
"3336","Zg16b","Tlr4"
"3337","Zg16b","Tlr5"
"3338","Zg16b","Tlr6"
"3339","Zp3","Chrna7"
"3340","Zp3","Egfr"
"3341","Zp3","Mertk"
"3342","Wnt3","Fzd6"
"3343","Wnt3","Egfr"
"3344","Wnt3","Fzd2"
"3345","Wnt3","Lrp5"
"3346","Wnt3","Fzd3"
"3347","Wnt3","Ror1"
"3348","Wnt3","Ror2"
"3349","Wnt3","Fzd5"
"3350","Wnt9a","Egfr"
"3351","Wnt9a","Fzd9"
"3352","Wnt9a","Fzd7"
"3353","Ccl12","Ccr4"
"3354","Cdh1","Fgfr1"
"3355","Cdh1","Ptprj"
"3356","Il4","Il4ra"
"3357","Il4","Il2ra"
"3358","Il4","Tlr2"
"3359","S100a4","Egfr"
"3360","S100a4","Erbb2"
"3361","Efnb2","Epha7"
"3362","Il16","Grin2c"
"3363","Il16","Kcnj4"
"3364","Il16","Kcna3"
"3365","Il16","Kcnd2"
"3366","Il16","Kcnd1"
"3367","Angptl4","Gpihbp1"
"3368","Bmp8b","Acvr2b"
"3369","Bmp8b","Bmpr1b"
"3370","Bmp8b","Acvr2a"
"3371","Bmp8b","Tgfbr2"
"3372","Bmp8b","Bmpr2"
"3373","Bmp8b","Bmpr1a"
"3374","Tgfb1","Itgb1"
"3375","Shh","Pvr"
"3376","Shh","Gpc1"
"3377","Shh","Gpc6"
"3378","Shh","Cav1"
"3379","Efna2","Epha10"
"3380","Comp","Itgav"
"3381","Comp","Notch1"
"3382","Comp","Notch3"
"3383","Comp","Itga7"
"3384","Tgfb3","Acvr1"
"3385","Gdf15","Egfr"
"3386","Gdf15","Tgfbr1"
"3387","Gdf15","Ret"
"3388","Calr","Mpl"
"3389","Pgf","Egfr"
"3390","Zp3","Zp3r"
"3391","Shbg","Gprc6a"
"3392","App","Trpc6"
"3393","App","Dcc"
"3394","App","Lrp8"
"3395","App","Sorcs1"
"3396","App","Lrp4"
"3397","App","Casr"
"3398","App","Lrp2"
"3399","App","Tspan12"
"3400","App","Notch2"
"3401","App","Lrp10"
"3402","App","Gpr3"
"3403","App","Tspan15"
"3404","App","Cd47"
"3405","App","Vldlr"
"3406","App","Adra2a"
"3407","App","Notch1"
"3408","App","Lrp6"
"3409","App","Drd3"
"3410","Tnfsf14","Fas"
"3411","Prl7a2","Prlr"
"3412","Prl8a9","Prlr"
